Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity
FXS1182,Bacardi,03-Mar-2023,03-Mar-2023,03-Mar-2023,Y,05-Mar-2023,CUST001182,Abhimanyu Pingle Brokers Ltd,Broker,Daniel Kelly Pub Ltd Company,Equity-LON,Forex,Forex-Spot,VEF/AUD,VEF,AUD,0.1348,53812390.43,7255432.64,4304991.23,Buy,269061.95,EBS,New,Y,Y,Y,Physical,BKUS
FXS1183,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Dec-2025,CUST001183,Brandon Cooley Mutual Fund,OTC,Dr Marcus Watson Brokers Ltd,Forex-LON,Forex,Forex-Spot,ZAR/GBP,ZAR,GBP,0.0437,120825451.58,5278960.65,6766225.29,Sell,604127.26,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1184,Kondorplus,26-Mar-2025,26-Mar-2025,26-Mar-2025,Y,28-Mar-2025,CUST001184,Carrie Byrd Banking Ltd,OTC,Hitesh Sandal Brokers Ltd,Credit-HK,Forex,Forex-Spot,DKK/JPY,DKK,JPY,20.7123,48685025.46,1008376572.21,7302753.82,Buy,486850.25,EBS,New,Y,Y,Y,Physical,BKUS
FXS1185,FXGO,23-Sep-2024,23-Sep-2024,23-Sep-2024,Y,25-Sep-2024,CUST001185,Nicola Stevens-Read Banking Ltd,OTC,Andrea Garcia Non-Banking Fin Co,Forex-NY,Forex,Forex-Spot,EUR/CAD,EUR,CAD,1.4444,4589926.09,6629487.26,5048918.7,Sell,22949.63,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1186,Bacardi,05-Mar-2025,05-Mar-2025,05-Mar-2025,Y,07-Mar-2025,CUST001186,Chelsea Jackson Finance Company,Broker,Sharon Rogers Non-Banking Fin Co,FixedIncome-NY,Forex,Forex-Spot,SGD/JPY,SGD,JPY,126.8948,9115523.95,1156712148.99,7110108.68,Buy,45577.62,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1187,FXGO,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2025,CUST001187,Mitesh Raman Mutual Fund,OTC,Ranbir Mangal Brokers Ltd,Credit-HK,Forex,Forex-Spot,ZAR/GBP,ZAR,GBP,0.0398,96964974.87,3860646.46,5430038.59,Buy,969649.75,EBS,New,Y,Y,Y,Physical,BKUS
FXS1188,FXGO,16-Jan-2025,16-Jan-2025,16-Jan-2025,Y,18-Jan-2025,CUST001188,Charita Gole Finance Company,OTC,Ranveer Aurora Non-Banking Fin Co,Forex-LON,Forex,Forex-Spot,CNY/EUR,CNY,EUR,0.1239,18035819.59,2234811.5,2525014.74,Sell,180358.2,Reutuers,New,Y,Y,N,Physical,BKUS
FXS1189,Bacardi,07-Nov-2024,07-Nov-2024,07-Nov-2024,Y,09-Nov-2024,CUST001189,Jasmine Parkin Non-Banking Fin Co,Broker,Allison Waters Non-Banking Fin Co,Credit-LON,Forex,Forex-Spot,CNY/JPY,CNY,JPY,18.591,26848046.62,499132979.09,3758726.53,Buy,268480.47,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1190,Kondorplus,21-Nov-2024,21-Nov-2024,21-Nov-2024,Y,23-Nov-2024,CUST001190,Adrienne Clark Finance Company,OTC,Tarak Pall Non-Banking Fin Co,Equity-LON,Forex,Forex-Spot,USD/DKK,USD,DKK,7.2258,4079579.26,29478383.27,4079579.26,Sell,20397.9,EBS,New,Y,Y,Y,Physical,BKUS
FXS1191,FXGO,05-Mar-2025,05-Mar-2025,05-Mar-2025,Y,07-Mar-2025,CUST001191,Fitan Choudhry Finance Company,OTC,Elizabeth Mason Pvt Ltd Company,Credit-HK,Forex,Forex-Spot,ZAR/EGP,ZAR,EGP,2.8479,67198483.8,191374333.98,3763115.09,Sell,671984.84,Reutuers,Amended,Y,Y,Y,Physical,BKUS
FXS1192,Bacardi,06-Jun-2024,06-Jun-2024,06-Jun-2024,Y,08-Jun-2024,CUST001192,Azaan Swamy Banking Ltd,OTC,Rebecca Jackson Mutual Fund,Forex-NY,Forex,Forex-Spot,USD/EGP,USD,EGP,41.7325,8470800.24,353507831.5,8470800.24,Buy,84708.0,EBS,New,Y,Y,Y,Physical,BKUS
FXS1193,Kondorplus,17-Mar-2025,17-Mar-2025,17-Mar-2025,Y,19-Mar-2025,CUST001193,Hredhaan Baria Mutual Fund,OTC,Jesse Frye Banking Ltd,Credit-HK,Forex,Forex-Spot,CNY/VEF,CNY,VEF,1.9601,34900098.83,68408441.1,4886013.84,Buy,349000.99,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1194,Kondorplus,20-Feb-2025,20-Feb-2025,20-Feb-2025,Y,22-Feb-2025,CUST001194,Dana Moore Finance Company,Broker,Mekhala Shetty Finance Company,Equity-LON,Forex,Forex-Spot,DKK/EUR,DKK,EUR,0.1373,10646647.84,1461546.51,1596997.18,Buy,53233.24,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1195,Bacardi,26-May-2023,26-May-2023,26-May-2023,Y,28-May-2023,CUST001195,Brian Francis Pub Ltd Company,Broker,Courtney Thompson Banking Ltd,Equity-NY,Forex,Forex-Spot,ZAR/EUR,ZAR,EUR,0.0453,101192276.45,4583759.55,5666767.48,Buy,505961.38,EBS,New,Y,Y,Y,Physical,BKUS
FXS1196,Bacardi,06-Jan-2025,06-Jan-2025,06-Jan-2025,Y,08-Jan-2025,CUST001196,Julie Davis Finance Company,OTC,Rhonda Carr Mutual Fund,Forex-NY,Forex,Forex-Spot,EGP/JPY,EGP,JPY,3.3281,325464753.37,1083192844.6,6834759.82,Sell,3254647.53,Bloomberg,New,N,Y,Y,Physical,BKUS
FXS1197,Bacardi,21-Apr-2025,21-Apr-2025,21-Apr-2025,Y,23-Apr-2025,CUST001197,Kristen Williams Finance Company,Broker,Susan Allen Pvt Ltd Company,Forex-NY,Forex,Forex-Spot,EGP/AUD,EGP,AUD,0.0278,98218185.16,2727965.79,2062581.89,Buy,491090.93,EBS,New,Y,Y,Y,Physical,BKUS
FXS1198,Kondorplus,14-Feb-2025,14-Feb-2025,14-Feb-2025,Y,16-Feb-2025,CUST001198,Owen Barnett Banking Ltd,OTC,Dennis Jones Banking Ltd,FixedIncome-LON,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.0182,186413477.68,3386175.84,3914683.03,Sell,932067.39,EBS,New,Y,Y,Y,Physical,BKUS
FXS1199,Bacardi,25-Jun-2024,25-Jun-2024,25-Jun-2024,Y,27-Jun-2024,CUST001199,Jean Reed Finance Company,OTC,Dr. William Barber IV Banking Ltd,Credit-LON,Forex,Forex-Spot,EGP/JPY,EGP,JPY,3.0142,215703535.04,650166422.88,4529774.24,Buy,1078517.68,EBS,New,Y,Y,Y,Physical,BKUS
FXS1200,Kondorplus,27-Feb-2024,27-Feb-2024,27-Feb-2024,Y,29-Feb-2024,CUST001200,Anusha Bajaj Non-Banking Fin Co,Broker,Yatin Kumar Brokers Ltd,Forex-HK,Forex,Forex-Spot,CNY/AUD,CNY,AUD,0.2207,39904982.21,8806877.77,5586697.51,Sell,399049.82,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1201,Kondorplus,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Nov-2025,CUST001201,William Martinez Pvt Ltd Company,Broker,Mrs Joanna Wright Pvt Ltd Company,Forex-NY,Forex,Forex-Spot,CNY/ZAR,CNY,ZAR,2.2352,69891802.21,156224723.25,9784852.31,Buy,349459.01,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1202,FXGO,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Nov-2025,CUST001202,Dr Hayley Johnson Pub Ltd Company,Broker,Desiree Farley Finance Company,Equity-HK,Forex,Forex-Spot,ZAR/AUD,ZAR,AUD,0.0963,163934226.22,15787009.04,9180316.67,Buy,1639342.26,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1203,Bacardi,09-Jun-2023,09-Jun-2023,09-Jun-2023,Y,11-Jun-2023,CUST001203,Mary Farmer-Cooper Brokers Ltd,OTC,Suzanne Parker Finance Company,Equity-NY,Forex,Forex-Spot,EGP/AUD,EGP,AUD,0.0362,160060382.75,5788785.32,3361268.04,Sell,1600603.83,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1204,FXGO,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST001204,Siddharth Dutta Banking Ltd,Broker,Lohit Baria Pub Ltd Company,FixedIncome-NY,Forex,Forex-Spot,CNY/JPY,CNY,JPY,20.8157,47283837.5,984246307.96,6619737.25,Buy,236419.19,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1205,Kondorplus,06-Jun-2024,06-Jun-2024,06-Jun-2024,Y,08-Jun-2024,CUST001205,Abha Kade Pvt Ltd Company,Broker,Ronald Velasquez Finance Company,FixedIncome-LON,Forex,Forex-Spot,EUR/GBP,EUR,GBP,0.977,5580166.51,5451878.21,6138183.16,Buy,55801.67,EBS,New,Y,Y,Y,Physical,BKUS
FXS1206,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,N,03-Dec-2025,CUST001206,Eric Richards Brokers Ltd,OTC,James Riggs Banking Ltd,Forex-HK,Forex,Forex-Spot,CNY/DKK,CNY,DKK,0.8063,64302648.91,51849022.09,9002370.85,Sell,321513.24,Bloomberg,New,N,Y,Y,Physical,BKUS
FXS1207,Bacardi,15-Jul-2024,15-Jul-2024,15-Jul-2024,Y,17-Jul-2024,CUST001207,Michelle Cooper Brokers Ltd,Broker,Chakrika Shankar Non-Banking Fin Co,FixedIncome-LON,Forex,Forex-Spot,EGP/AUD,EGP,AUD,0.032,464906119.6,14881466.86,9763028.51,Buy,4649061.2,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1208,Kondorplus,28-Apr-2025,28-Apr-2025,28-Apr-2025,Y,30-Apr-2025,CUST001208,Warhi Bir Non-Banking Fin Co,Broker,Sonya Miller Brokers Ltd,FixedIncome-NY,Forex,Forex-Spot,SGD/GBP,SGD,GBP,0.6992,745624.48,521357.69,581587.09,Sell,3728.12,EBS,New,Y,Y,Y,Physical,BKUS
FXS1209,Bacardi,27-Sep-2024,27-Sep-2024,27-Sep-2024,Y,29-Sep-2024,CUST001209,Guneet Lal Pub Ltd Company,OTC,Barkha Pandit Brokers Ltd,Forex-NY,Forex,Forex-Spot,EUR/CNY,EUR,CNY,7.213,8935372.99,64451215.35,9828910.28,Sell,89353.73,EBS,New,Y,Y,Y,Physical,BKUS
FXS1210,FXGO,10-Sep-2024,10-Sep-2024,10-Sep-2024,Y,12-Sep-2024,CUST001210,Tina Price Mutual Fund,Broker,Ronald Bolton Pub Ltd Company,Forex-NY,Forex,Forex-Spot,DKK/USD,DKK,USD,0.1465,23956141.28,3510411.35,3593421.19,Sell,119780.71,Reutuers,New,N,Y,Y,Physical,BKUS
FXS1211,FXGO,19-Mar-2025,19-Mar-2025,19-Mar-2025,Y,21-Mar-2025,CUST001211,Jeffery Nelson Finance Company,OTC,Robert Dudley Non-Banking Fin Co,Equity-LON,Forex,Forex-Spot,USD/SGD,USD,SGD,1.0965,2704271.38,2965281.22,2704271.38,Buy,13521.36,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1212,FXGO,17-Nov-2025,17-Nov-2025,17-Nov-2025,N,19-Nov-2025,CUST001212,Miss Paula Kirby Pvt Ltd Company,Broker,Samaksh Naidu Pub Ltd Company,FixedIncome-NY,Forex,Forex-Spot,AUD/CNY,AUD,CNY,4.8722,13593808.97,66231785.61,8835975.83,Buy,67969.04,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1213,Bacardi,22-Mar-2024,22-Mar-2024,22-Mar-2024,Y,24-Mar-2024,CUST001213,Edhitha Narang Pub Ltd Company,OTC,Michael Allen Non-Banking Fin Co,Forex-HK,Forex,Forex-Spot,VEF/INR,VEF,INR,6.2233,56596551.08,352216739.59,4527724.09,Buy,565965.51,EBS,New,Y,Y,Y,Physical,BKUS
FXS1214,Bacardi,20-Sep-2024,20-Sep-2024,20-Sep-2024,Y,22-Sep-2024,CUST001214,Melissa Miller Finance Company,OTC,Alan Moore-Duncan Brokers Ltd,FixedIncome-LON,Forex,Forex-Spot,CNY/INR,CNY,INR,12.0299,40874848.09,491720192.53,5722478.73,Buy,204374.24,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1215,FXGO,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2025,CUST001215,Heather White Non-Banking Fin Co,OTC,Gaurika Sethi Banking Ltd,Forex-HK,Forex,Forex-Spot,VEF/JPY,VEF,JPY,10.6566,64485625.69,687199113.19,5158850.05,Buy,322428.13,EBS,New,Y,Y,N,Physical,BKUS
FXS1216,FXGO,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST001216,Victoria Williamson Banking Ltd,Broker,Rebecca Willis Pvt Ltd Company,Credit-HK,Forex,Forex-Spot,SGD/ZAR,SGD,ZAR,13.1041,10919490.24,143090446.2,8517202.39,Sell,109194.9,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1217,Kondorplus,06-Mar-2025,06-Mar-2025,06-Mar-2025,Y,08-Mar-2025,CUST001217,Eric Tapia Brokers Ltd,Broker,Gabriel Raval Mutual Fund,Equity-LON,Forex,Forex-Spot,VEF/EGP,VEF,EGP,3.959,43348381.94,171615288.97,3467870.56,Buy,216741.91,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1218,Bacardi,22-May-2024,22-May-2024,22-May-2024,Y,24-May-2024,CUST001218,Valerie Smith Banking Ltd,OTC,Joseph Middleton Pub Ltd Company,Credit-HK,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.02,222598019.95,4446590.08,4674558.42,Buy,1112990.1,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1219,FXGO,18-Sep-2023,18-Sep-2023,18-Sep-2023,Y,20-Sep-2023,CUST001219,Louis Patel Non-Banking Fin Co,OTC,Kevin Meyer Brokers Ltd,Credit-HK,Forex,Forex-Spot,SGD/VEF,SGD,VEF,8.3069,1934070.26,16066194.27,1508574.8,Sell,19340.7,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1220,Kondorplus,22-Jul-2024,22-Jul-2024,22-Jul-2024,Y,24-Jul-2024,CUST001220,Mrs Samantha Miller Pub Ltd Company,Broker,Jayne Russell Brokers Ltd,FixedIncome-NY,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.018,377147182.61,6803316.91,7920090.83,Sell,3771471.83,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1221,FXGO,31-Jul-2024,31-Jul-2024,31-Jul-2024,Y,02-Aug-2024,CUST001221,Kerri King Pub Ltd Company,OTC,Keya Chaudhuri Brokers Ltd,FixedIncome-HK,Forex,Forex-Spot,DKK/GBP,DKK,GBP,0.1289,31123923.29,4012797.96,4668588.49,Sell,311239.23,Reutuers,Amended,N,N,Y,Physical,BKUS
FXS1222,FXGO,10-Jan-2024,10-Jan-2024,10-Jan-2024,Y,12-Jan-2024,CUST001222,Raymond Rodriguez Pub Ltd Company,OTC,Mahika Deshmukh Mutual Fund,Equity-HK,Forex,Forex-Spot,SGD/INR,SGD,INR,67.5237,1905975.6,128698579.99,1486660.97,Sell,9529.88,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1223,FXGO,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Nov-2025,CUST001223,Joseph Johnson Brokers Ltd,OTC,Christopher French Non-Banking Fin Co,FixedIncome-NY,Forex,Forex-Spot,VEF/JPY,VEF,JPY,10.9126,46437615.29,506757014.82,3715009.22,Sell,232188.08,EBS,New,Y,Y,Y,Physical,BKUS
FXS1224,Kondorplus,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST001224,Dr Jason Cooke Banking Ltd,Broker,Dr George Howard Pub Ltd Company,Forex-NY,Forex,Forex-Spot,CNY/EGP,CNY,EGP,7.2274,70992653.71,513091329.99,9938971.52,Sell,354963.27,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1225,Bacardi,18-Jul-2024,18-Jul-2024,18-Jul-2024,Y,20-Jul-2024,CUST001225,Dr. Mary Giles Non-Banking Fin Co,Broker,Brian Wilkins Pvt Ltd Company,Credit-NY,Forex,Forex-Spot,DKK/ZAR,DKK,ZAR,2.3427,40819412.61,95626086.85,6122911.89,Buy,204097.06,EBS,New,Y,Y,Y,Physical,BKUS
FXS1226,Kondorplus,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST001226,Dennis Pratt Brokers Ltd,OTC,Irya Munshi Brokers Ltd,Credit-HK,Forex,Forex-Spot,USD/JPY,USD,JPY,160.1427,7141064.88,1143589429.58,7141064.88,Sell,71410.65,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1227,FXGO,19-Nov-2024,19-Nov-2024,19-Nov-2024,Y,21-Nov-2024,CUST001227,Gerald Chase DDS Pub Ltd Company,OTC,George Jones Pub Ltd Company,FixedIncome-HK,Forex,Forex-Spot,VEF/USD,VEF,USD,0.0697,26144936.52,1822168.3,2091594.92,Buy,261449.37,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1228,Kondorplus,23-Dec-2024,23-Dec-2024,23-Dec-2024,Y,25-Dec-2024,CUST001228,Gary Parrish Finance Company,Broker,Harish Banerjee Finance Company,Equity-LON,Forex,Forex-Spot,SGD/JPY,SGD,JPY,110.866,2235541.33,247845500.2,1743722.24,Sell,22355.41,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1229,Bacardi,26-Aug-2024,26-Aug-2024,26-Aug-2024,Y,28-Aug-2024,CUST001229,Clifford Ramirez Finance Company,OTC,Derek Chambers Brokers Ltd,Equity-HK,Forex,Forex-Spot,ZAR/AUD,ZAR,AUD,0.0766,178396936.13,13666808.68,9990228.42,Buy,1783969.36,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1230,FXGO,04-May-2023,04-May-2023,04-May-2023,Y,06-May-2023,CUST001230,Zaitra Bora Brokers Ltd,Broker,Jonathan Thompson Banking Ltd,Credit-LON,Forex,Forex-Spot,DKK/JPY,DKK,JPY,22.1718,17383360.38,385420516.89,2607504.06,Sell,173833.6,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1231,Kondorplus,14-Dec-2023,14-Dec-2023,14-Dec-2023,Y,16-Dec-2023,CUST001231,Omaja Raj Non-Banking Fin Co,OTC,Richard Morrison Pub Ltd Company,FixedIncome-HK,Forex,Forex-Spot,CNY/ZAR,CNY,ZAR,2.5542,27329149.19,69803278.06,3826080.89,Buy,273291.49,Reutuers,New,N,Y,Y,Physical,BKUS
FXS1232,Bacardi,04-Jan-2023,04-Jan-2023,04-Jan-2023,Y,06-Jan-2023,CUST001232,Natalie Bell Pvt Ltd Company,OTC,Deborah Wilkinson Non-Banking Fin Co,Equity-LON,Forex,Forex-Spot,EUR/CAD,EUR,CAD,1.3268,7769639.51,10308410.52,8546603.46,Sell,38848.2,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1233,Kondorplus,26-Sep-2024,26-Sep-2024,26-Sep-2024,Y,28-Sep-2024,CUST001233,Zachary Thomas Pvt Ltd Company,OTC,Quincy Kar Non-Banking Fin Co,Credit-NY,Forex,Forex-Spot,CNY/INR,CNY,INR,11.632,23806212.32,276914767.05,3332869.73,Buy,238062.12,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1234,Kondorplus,10-Jul-2023,10-Jul-2023,10-Jul-2023,Y,12-Jul-2023,CUST001234,David Flowers Banking Ltd,OTC,Todd Daniels Finance Company,Credit-HK,Forex,Forex-Spot,DKK/EUR,DKK,EUR,0.1328,26852308.51,3565344.89,4027846.28,Buy,268523.09,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1235,FXGO,21-Aug-2024,21-Aug-2024,21-Aug-2024,Y,23-Aug-2024,CUST001235,Lauren Doherty-Richardson Non-Banking Fin Co,OTC,Melissa Freeman Banking Ltd,Credit-HK,Forex,Forex-Spot,VEF/INR,VEF,INR,7.5937,109978215.16,835142875.17,8798257.21,Buy,549891.08,EBS,New,Y,Y,Y,Physical,BKUS
FXS1236,FXGO,20-Oct-2023,20-Oct-2023,20-Oct-2023,Y,22-Oct-2023,CUST001236,Kevin Levine Finance Company,OTC,Ashley Olsen Finance Company,Forex-NY,Forex,Forex-Spot,VEF/SGD,VEF,SGD,0.0882,24709517.99,2179321.09,1976761.44,Buy,247095.18,Bloomberg,New,Y,N,Y,Physical,BKUS
FXS1237,Bacardi,16-Dec-2024,16-Dec-2024,16-Dec-2024,Y,18-Dec-2024,CUST001237,Ira Gara Pub Ltd Company,Broker,Geraldine Lord Finance Company,Equity-HK,Forex,Forex-Spot,EGP/SGD,EGP,SGD,0.0281,170649848.46,4796168.39,3583646.82,Sell,853249.24,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1238,Kondorplus,27-Jan-2025,27-Jan-2025,27-Jan-2025,Y,29-Jan-2025,CUST001238,Monica Hawkins Pub Ltd Company,Broker,Barbara Green-Godfrey Banking Ltd,FixedIncome-NY,Forex,Forex-Spot,CNY/JPY,CNY,JPY,22.9884,61253676.01,1408123216.81,8575514.64,Sell,612536.76,Bloomberg,Cancelled,Y,Y,Y,Physical,BKUS
FXS1239,FXGO,21-Aug-2024,21-Aug-2024,21-Aug-2024,Y,23-Aug-2024,CUST001239,Yashodhara Prabhakar Pub Ltd Company,Broker,Mark Wells Brokers Ltd,Equity-NY,Forex,Forex-Spot,SGD/JPY,SGD,JPY,127.776,6119232.57,781891041.22,4773001.41,Sell,30596.16,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1240,Kondorplus,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST001240,Bhavini Menon Non-Banking Fin Co,Broker,Vedika Mitter Brokers Ltd,Forex-NY,Forex,Forex-Spot,CNY/INR,CNY,INR,11.7467,14529951.7,170678257.66,2034193.24,Buy,145299.52,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1241,Bacardi,16-Aug-2023,16-Aug-2023,16-Aug-2023,Y,18-Aug-2023,CUST001241,Jagat Salvi Pvt Ltd Company,OTC,Alexander Lyons Brokers Ltd,Credit-HK,Forex,Forex-Spot,USD/CNY,USD,CNY,7.9747,5441383.67,43393644.89,5441383.67,Sell,54413.84,EBS,New,Y,Y,Y,Physical,BKUS
FXS1242,Bacardi,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,12-Nov-2025,CUST001242,Elizabeth Morrison Pvt Ltd Company,OTC,Hitesh Sidhu Non-Banking Fin Co,Equity-HK,Forex,Forex-Spot,ZAR/INR,ZAR,INR,4.1428,55451551.76,229722744.51,3105286.9,Buy,277257.76,EBS,New,Y,Y,Y,Physical,BKUS
FXS1243,Bacardi,20-Jun-2025,20-Jun-2025,20-Jun-2025,Y,22-Jun-2025,CUST001243,Lisa Berry Pvt Ltd Company,OTC,Jordan Wilson Banking Ltd,FixedIncome-LON,Forex,Forex-Spot,VEF/ZAR,VEF,ZAR,1.4443,117765749.33,170092071.26,9421259.95,Sell,588828.75,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1244,Kondorplus,22-Dec-2023,22-Dec-2023,22-Dec-2023,Y,24-Dec-2023,CUST001244,Elliot Yates Pvt Ltd Company,OTC,Balendra Vala Finance Company,Forex-HK,Forex,Forex-Spot,ZAR/AUD,ZAR,AUD,0.0767,68456818.76,5252109.04,3833581.85,Sell,684568.19,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1245,Bacardi,31-Jan-2024,31-Jan-2024,31-Jan-2024,Y,02-Feb-2024,CUST001245,Hemangini Luthra Finance Company,OTC,Samantha Jensen Non-Banking Fin Co,Forex-LON,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.0574,95023008.36,5451343.59,7601840.67,Sell,950230.08,Bloomberg,New,N,Y,Y,Physical,BKUS
FXS1246,FXGO,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST001246,Stacy Fowler Non-Banking Fin Co,OTC,Linda Johnson Finance Company,Forex-LON,Forex,Forex-Spot,EGP/CAD,EGP,CAD,0.0289,169170791.4,4895602.41,3552586.62,Buy,845853.96,Bloomberg,New,Y,Y,N,Physical,BKUS
FXS1247,FXGO,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2025,CUST001247,Gina Schneider Pvt Ltd Company,OTC,Kim Hopkins Finance Company,FixedIncome-LON,Forex,Forex-Spot,ZAR/EGP,ZAR,EGP,2.6852,87261834.27,234313234.73,4886662.72,Sell,872618.34,Reutuers,New,Y,Y,N,Physical,BKUS
FXS1248,FXGO,30-Apr-2024,30-Apr-2024,30-Apr-2024,Y,02-May-2024,CUST001248,Christina Johnson Finance Company,Broker,Hemangini Ramakrishnan Pub Ltd Company,FixedIncome-LON,Forex,Forex-Spot,EGP/CAD,EGP,CAD,0.0287,98429039.64,2821741.09,2067009.83,Sell,492145.2,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1249,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Dec-2025,CUST001249,Ryan Santiago Brokers Ltd,OTC,Gavin Panchal Non-Banking Fin Co,Forex-HK,Forex,Forex-Spot,ZAR/EUR,ZAR,EUR,0.0559,21564929.3,1206025.7,1207636.04,Buy,107824.65,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1250,Bacardi,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Nov-2025,CUST001250,Jill Best Mutual Fund,OTC,Alka Warrior Finance Company,FixedIncome-NY,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.0185,116629814.97,2162411.19,2449226.11,Buy,583149.07,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1251,FXGO,26-Jan-2024,26-Jan-2024,26-Jan-2024,Y,28-Jan-2024,CUST001251,Angela Malone Pub Ltd Company,Broker,Lisa Kennedy Non-Banking Fin Co,Equity-HK,Forex,Forex-Spot,CNY/AUD,CNY,AUD,0.2422,12019939.8,2911599.68,1682791.57,Sell,60099.7,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS1252,Bacardi,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2025,CUST001252,Baljiwan Sridhar Mutual Fund,OTC,Jessica Harris Brokers Ltd,Equity-NY,Forex,Forex-Spot,VEF/EUR,VEF,EUR,0.0652,65029752.18,4238208.11,5202380.17,Buy,650297.52,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1253,FXGO,21-Dec-2023,21-Dec-2023,21-Dec-2023,Y,23-Dec-2023,CUST001253,Christopher Williams Mutual Fund,OTC,Catherine Alvarez Mutual Fund,FixedIncome-NY,Forex,Forex-Spot,DKK/GBP,DKK,GBP,0.1148,34565329.96,3968081.78,5184799.49,Sell,345653.3,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS1254,FXGO,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Dec-2025,CUST001254,Dr Alexandra Burgess Mutual Fund,Broker,Qarin Balan Brokers Ltd,Forex-HK,Forex,Forex-Spot,CNY/USD,CNY,USD,0.153,11151527.85,1706599.81,1561213.9,Buy,55757.64,Reutuers,New,Y,Y,Y,Physical,BKUS
