Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Issuer_name,Bond_type,Bond_seniority,Bond_rating,FaceValue,Price,Clean_price,coupon_type,coupon_rate,coupon_freq,day_count,Issue_date,Maturity_date,Buy_sell,Trade_quantity,Trade_currency,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Next_coupon_date,Bond_yield,Benchmark_rate,Accrued_int,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity,Portfolio_strategy
FIC0604,BloomTOMS,24-May-2024,24-May-2024,25-May-2024,Y,29-Aug-2024,CUST000604,Tanay Chaudhuri Banking Ltd,CCP,Atharv Kumar Pvt Ltd Company,Equity-HK,FixedIncome,Bonds,Christopher Rice Banking Ltd,PublicLtd-Large,Subordinated,AAA,100,117.39,117.39,Zero Coupon,6.8,Quarterly,Actual/360,2023-05-24,2033-05-24,Sell,4623,USD,542693.97,542693.97,542693.97,271.35,2024-08-24,0.05792656955447653,MIBOR,680.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC0605,Riskone,25-Aug-2025,25-Aug-2025,26-Aug-2025,Y,30-Oct-2025,CUST000605,Michael Ortiz Banking Ltd,CCP,Brandy Miller Mutual Fund,Credit-LON,FixedIncome,NCD,Joseph Leach Brokers Ltd,Soverign-StateGovt,Subordinated,AAA,10000,12198.9,12198.9,Floating Rate,4.2,Quarterly,Actual/365,2024-10-25,2032-10-25,Buy,42164,USD,514354419.6,514354419.6,514354419.6,514354.42,2025-10-25,0.0003442933379239112,MIBOR,42000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC0606,BloomTOMS,09-Sep-2024,09-Sep-2024,10-Sep-2024,Y,14-Oct-2024,CUST000606,Faraj Sami Finance Company,OTC,Melanie Beard Finance Company,Equity-HK,FixedIncome,Bonds,Julia Garcia Pvt Ltd Company,Soverign-StateGovt,Senior Secured,A,100,107.61,107.61,Floating Rate,8.5,Annual,30E/360,2023-10-09,2033-10-09,Sell,22687,USD,2441348.07,2441348.07,2441348.07,2441.35,2024-10-09,0.07898894154818326,MIBOR,850.0,OTC,Amended,Y,Y,Y,Physical,BKUS,Passive
FIC0607,Calypso,03-Jan-2023,03-Jan-2023,04-Jan-2023,Y,08-Jul-2023,CUST000607,Suzanne Greer Pub Ltd Company,CCP,Debra Jenkins Pub Ltd Company,Forex-HK,FixedIncome,Secured Notes,Thomas Burgess Pub Ltd Company,PublicLtd-Large,Subordinated,AA ,1000,1161.43,1161.43,Floating Rate,6.1,Annual,30E/360,2022-07-03,2026-07-03,Buy,11610,USD,13484202.3,13484202.3,13484202.3,6742.1,2023-07-03,0.005252146061320957,ESTR,6100.0,Exchange,Amended,Y,Y,Y,Physical,BKUS,Active
FIC0608,Calypso,11-Sep-2024,11-Sep-2024,12-Sep-2024,Y,16-Oct-2024,CUST000608,David Carlson Banking Ltd,OTC,Michael Alvarez Non-Banking Fin Co,Forex-HK,FixedIncome,Bonds,Kashvi Solanki Mutual Fund,PublicLtd-Medium,Senior Secured,A,100,74.48,74.48,Floating Rate,8.2,Monthly,Actual/Actual (ICMA),2024-06-11,2032-06-11,Sell,30069,USD,2239539.12,2239539.12,2239539.12,1119.77,2024-10-11,0.11009667024704617,MIBOR,819.9999999999999,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0609,BloomTOMS,30-Aug-2023,30-Aug-2023,31-Aug-2023,Y,04-Jan-2024,CUST000609,Daniel Lopez Finance Company,CCP,Crystal Lutz Non-Banking Fin Co,Credit-NY,FixedIncome,Bonds,Yatan Nazareth Mutual Fund,PublicLtd-Large,Senior Unsecured,AAA,100,121.22,121.22,Floating Rate,8.6,Annual,Actual/360,2022-12-30,2032-12-30,Buy,3123,USD,378570.06,378570.06,378570.06,189.29,2023-12-30,0.07094538854974426,ESTR,860.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0610,Riskone,26-Jun-2024,26-Jun-2024,27-Jun-2024,Y,01-Oct-2024,CUST000610,Kayleigh Adams Non-Banking Fin Co,CCP,Triya Soman Brokers Ltd,Forex-HK,FixedIncome,Bonds,Dr Mark Jones Brokers Ltd,Soverign-StateGovt,Senior Unsecured,AAA,1000,1217.08,1217.08,Floating Rate,8.1,Semiannual,30E/360,2024-03-26,2032-03-26,Sell,47956,EUR,58366288.48,64202917.33,58366288.48,29183.14,2024-09-26,0.006655273277023696,MIBOR,8100.0,MTF,New,N,Y,Y,Physical,BKUS,Rebalance
FIC0611,Murex,18-Nov-2025,18-Nov-2025,19-Nov-2025,Y,23-Mar-2026,CUST000611,Michael Washington Finance Company,OTC,Holly Acevedo Finance Company,Forex-LON,FixedIncome,Bonds,Susan Contreras Banking Ltd,Soverign-CG,Senior Unsecured,BBB,10000,10637.22,10637.22,Fixed Coupon,8.2,Semiannual,Actual/360,2025-09-18,2034-09-18,Buy,49824,USD,529988849.28,529988849.28,529988849.28,529988.85,2026-03-18,0.000770878105369636,SOFR,82000.0,OTC,New,Y,Y,N,Physical,BKUS,Diversify
FIC0612,Riskone,23-Jan-2024,23-Jan-2024,24-Jan-2024,Y,28-Apr-2024,CUST000612,Paul Lawrence Finance Company,CCP,Utkarsh Luthra Pvt Ltd Company,Equity-HK,FixedIncome,Bonds,Geoffrey Gomez Non-Banking Fin Co,PublicLtd-Medium,Subordinated,AAA,1000,1175.2,1175.2,Zero Coupon,9.0,Quarterly,Actual/360,2023-07-23,2031-07-23,Buy,44169,USD,51907408.8,51907408.8,51907408.8,25953.7,2024-04-23,0.007658270932607215,SOFR,9000.0,MTF,New,N,Y,Y,Physical,BKUS,Active
FIC0613,BloomTOMS,23-Mar-2023,23-Mar-2023,24-Mar-2023,Y,28-Apr-2023,CUST000613,Dr Steven Ryan Non-Banking Fin Co,OTC,Robert Vazquez Brokers Ltd,Credit-LON,FixedIncome,Secured Notes,Tiffany Sawyer Mutual Fund,PublicLtd-Medium,Senior Secured,AAA,1000,1296.67,1296.67,Floating Rate,6.7,Monthly,30E/360,2023-02-23,2027-02-23,Sell,40003,EUR,51870690.01,57057759.01,51870690.01,51870.69,2023-04-23,0.005167081832694517,SONIA,6700.0,OTC,Amended,Y,Y,Y,Physical,BKUS,Passive
FIC0614,Calypso,10-Jan-2024,10-Jan-2024,11-Jan-2024,Y,15-Feb-2024,CUST000614,Balendra Kumar Non-Banking Fin Co,OTC,Rebecca Burnett Banking Ltd,Forex-HK,FixedIncome,NCD,Wishi Nadig Pub Ltd Company,Soverign-StateGovt,Senior Secured,AAA,1000,898.08,898.08,Fixed Coupon,9.0,Monthly,30E/360,2023-01-10,2031-01-10,Sell,39970,USD,35896257.6,35896257.6,35896257.6,17948.13,2024-02-10,0.010021378941742383,SONIA,9000.0,OTC,New,N,Y,N,Physical,BKUS,Diversify
FIC0615,Riskone,19-Jul-2024,19-Jul-2024,20-Jul-2024,Y,24-Aug-2024,CUST000615,Falan Andra Non-Banking Fin Co,CCP,Mason Biswas Brokers Ltd,Credit-NY,FixedIncome,Bonds,Lekha Mutti Pvt Ltd Company,Soverign-StateGovt,Senior Secured,AAA,1000,1149.47,1149.47,Fixed Coupon,4.8,Monthly,Actual/Actual (ISDA),2024-01-19,2034-01-19,Buy,39664,USD,45592578.08,45592578.08,45592578.08,45592.58,2024-08-19,0.0041758375599189185,ESTR,4800.0,MTF,New,Y,N,Y,Physical,BKUS,Diversify
FIC0616,Murex,02-Dec-2025,02-Dec-2025,03-Dec-2025,Y,07-Jan-2026,CUST000616,Ladli Bora Pub Ltd Company,OTC,Warinder Sinha Pub Ltd Company,Forex-HK,FixedIncome,Bonds,Teresa Riddle Pvt Ltd Company,PublicLtd-Medium,Senior Unsecured,AAA,1000,1259.15,1259.15,Zero Coupon,8.3,Monthly,Actual/360,2025-02-02,2035-02-02,Sell,40459,INR,50943949.85,611327.4,50943949.85,25471.97,2026-01-02,0.00659174840169956,SONIA,8300.0,OTC,New,N,Y,N,Physical,BKUS,Rebalance
FIC0617,Calypso,13-Nov-2025,13-Nov-2025,14-Nov-2025,Y,18-Feb-2026,CUST000617,Manan Murthy Non-Banking Fin Co,OTC,Christy Miller Finance Company,Equity-LON,FixedIncome,Secured Notes,Jack Ranganathan Finance Company,Soverign-StateGovt,Senior Unsecured,B,10000,12216.66,12216.66,Step-up Coupon,8.3,Semiannual,30E/360,2025-08-13,2029-08-13,Sell,2498,USD,30517216.68,30517216.68,30517216.68,30517.22,2026-02-13,0.0006794000978990985,SONIA,83000.0,OTC,New,Y,Y,N,Physical,BKUS,Passive
FIC0618,Calypso,14-Aug-2025,14-Aug-2025,15-Aug-2025,Y,19-Feb-2026,CUST000618,Kelly Hall Non-Banking Fin Co,Broker,Triveni Thaman Non-Banking Fin Co,FixedIncome-LON,FixedIncome,Bonds,Mike Navarro Mutual Fund,Quasi-Govt,Subordinated,A,10000,10518.67,10518.67,Fixed Coupon,4.2,Semiannual,Actual/360,2025-02-14,2035-02-14,Buy,8725,CAD,91775395.75,66996038.9,91775395.75,45887.7,2026-02-14,0.00039929002430915696,SOFR,42000.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0619,Murex,27-Mar-2023,27-Mar-2023,28-Mar-2023,Y,01-Sep-2023,CUST000619,Miss Hayley Jenkins Brokers Ltd,CCP,Udarsh Chowdhury Brokers Ltd,Forex-NY,FixedIncome,NCD,Marcus Petersen Pvt Ltd Company,Soverign-StateGovt,Senior Secured,A,1000,1193.43,1193.43,Fixed Coupon,7.7,Semiannual,Actual/365,2023-02-27,2028-02-27,Sell,45542,EUR,54351189.06,59786307.97,54351189.06,54351.19,2023-08-27,0.006451991319138952,MIBOR,7700.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0620,Riskone,05-Dec-2025,05-Dec-2025,06-Dec-2025,N,10-Jan-2026,CUST000620,Rajata Bumb Banking Ltd,CCP,John Mccoy Non-Banking Fin Co,FixedIncome-HK,FixedIncome,Bonds,Samuel Slater Pvt Ltd Company,Quasi-Govt,Senior Unsecured,BBB,1000,836.0,836.0,Fixed Coupon,6.3,Monthly,Actual/365,2025-05-05,2035-05-05,Buy,11749,JPY,9822164.0,66790.72,9822164.0,9822.16,2026-01-05,0.007535885167464115,ESTR,6300.0,MTF,New,Y,N,N,Physical,BKUS,Passive
FIC0621,Calypso,14-May-2024,14-May-2024,15-May-2024,Y,19-Jun-2024,CUST000621,Mohammed Kothari Banking Ltd,OTC,Timothy Cooper Non-Banking Fin Co,Equity-NY,FixedIncome,Bonds,Jodie Moore Non-Banking Fin Co,Soverign-CG,Senior Secured,A,1000,1061.93,1061.93,Fixed Coupon,3.5,Semiannual,Actual/Actual (ICMA),2023-12-14,2031-12-14,Buy,42117,USD,44725305.81,44725305.81,44725305.81,44725.31,2024-06-14,0.003295885792848869,SOFR,3500.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0622,Calypso,25-Sep-2023,25-Sep-2023,26-Sep-2023,Y,30-Oct-2023,CUST000622,Brenda Owens Pub Ltd Company,Broker,Rebecca Dennis Pub Ltd Company,Forex-HK,FixedIncome,Bonds,Ekbal Desai Finance Company,PublicLtd-Large,Preferred,AAA,10000,11111.41,11111.41,Fixed Coupon,4.8,Monthly,Actual/365,2023-06-25,2032-06-25,Sell,17980,EUR,199783151.8,219761466.98,199783151.8,99891.58,2023-10-25,0.0004319883795125911,SOFR,48000.0,Exchange,New,Y,Y,N,Physical,BKUS,Passive
FIC0623,Calypso,11-Jul-2024,11-Jul-2024,12-Jul-2024,Y,16-Jul-2025,CUST000623,Irya Bains Banking Ltd,Broker,Ashley Collins Pub Ltd Company,Forex-HK,FixedIncome,Bonds,Christine Berger Banking Ltd,PublicLtd-Medium,Preferred,AAA,100,123.8,123.8,Fixed Coupon,3.1,Annual,Actual/Actual (ISDA),2023-07-11,2031-07-11,Sell,44731,USD,5537697.8,5537697.8,5537697.8,2768.85,2025-07-11,0.025040387722132473,SOFR,310.0,MTF,New,Y,N,Y,Physical,BKUS,Passive
FIC0624,Riskone,22-May-2024,22-May-2024,23-May-2024,Y,27-Jul-2024,CUST000624,Megha Shetty Banking Ltd,CCP,Mr Malcolm Mitchell Non-Banking Fin Co,Forex-NY,FixedIncome,Bonds,Jason Schmidt Brokers Ltd,Soverign-StateGovt,Senior Unsecured,A,1000,728.64,728.64,Floating Rate,8.9,Quarterly,Actual/360,2024-04-22,2034-04-22,Sell,49157,EUR,35817756.48,39399532.13,35817756.48,35817.76,2024-07-22,0.012214536671058412,SOFR,8900.0,Exchange,New,Y,Y,Y,Physical,BKUS,Passive
FIC0625,Calypso,28-Nov-2025,28-Nov-2025,29-Nov-2025,Y,03-May-2026,CUST000625,Angela Thompson Pub Ltd Company,Broker,Falguni Ravi Banking Ltd,FixedIncome-HK,FixedIncome,Secured Notes,Dakshesh Sinha Finance Company,PublicLtd-Large,Senior Secured,AAA,10000,12616.81,12616.81,Zero Coupon,9.0,Annual,Actual/365,2025-04-28,2028-04-28,Sell,30621,USD,386339339.01,386339339.01,386339339.01,386339.34,2026-04-28,0.0007133340360994578,SONIA,90000.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0626,Calypso,25-Nov-2025,25-Nov-2025,26-Nov-2025,Y,02-Mar-2026,CUST000626,Azaan Ramaswamy Pvt Ltd Company,Broker,Katie Williams Mutual Fund,FixedIncome-HK,FixedIncome,Secured Notes,Falan Sehgal Brokers Ltd,PublicLtd-Medium,Senior Secured,CCC,1000,1254.22,1254.22,Fixed Coupon,3.7,Semiannual,30/360,2025-08-25,2028-08-25,Sell,26476,USD,33206728.72,33206728.72,33206728.72,16603.36,2026-02-25,0.0029500406627226486,SOFR,3700.0,MTF,New,Y,Y,N,Physical,BKUS,Passive
FIC0627,Murex,11-May-2023,11-May-2023,12-May-2023,Y,16-Jun-2023,CUST000627,Yutika Hayre Brokers Ltd,Broker,Timothy Turner Mutual Fund,Equity-LON,FixedIncome,Bonds,Kelly Benjamin Non-Banking Fin Co,Soverign-CG,Senior Secured,A,100,110.83,110.83,Fixed Coupon,5.4,Semiannual,30/360,2022-12-11,2031-12-11,Sell,14806,USD,1640948.98,1640948.98,1640948.98,820.47,2023-06-11,0.048723269872778134,MIBOR,540.0,MTF,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0628,Riskone,10-Nov-2025,10-Nov-2025,11-Nov-2025,Y,15-Dec-2025,CUST000628,Ekapad Din Finance Company,CCP,Cassandra Luna Pvt Ltd Company,Equity-NY,FixedIncome,Bonds,Shelly Sanchez Mutual Fund,PublicLtd-Medium,Senior Unsecured,AAA,10000,11670.71,11670.71,Floating Rate,6.1,Monthly,30E/360,2025-10-10,2035-10-10,Sell,19071,USD,222572110.41,222572110.41,222572110.41,111286.06,2025-12-10,0.0005226759982897356,SOFR,61000.0,MTF,New,Y,Y,N,Physical,BKUS,Active
FIC0629,Calypso,14-Nov-2025,14-Nov-2025,15-Nov-2025,Y,19-Aug-2026,CUST000629,Jayne Perry Pvt Ltd Company,Broker,Sarah Torres Non-Banking Fin Co,Forex-NY,FixedIncome,Secured Notes,Joseph Medina Banking Ltd,PublicLtd-Medium,Senior Unsecured,A,10000,10977.56,10977.56,Fixed Coupon,3.1,Annual,Actual/Actual (ICMA),2025-08-14,2030-08-14,Sell,10346,USD,113573835.76,113573835.76,113573835.76,113573.84,2026-08-14,0.0002823942661210688,SOFR,31000.0,MTF,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0630,Murex,24-Jan-2024,24-Jan-2024,25-Jan-2024,Y,29-Feb-2024,CUST000630,Maanas Ramakrishnan Finance Company,OTC,Katherine Fletcher Finance Company,FixedIncome-HK,FixedIncome,Bonds,Natasha Berg Finance Company,PublicLtd-Medium,Subordinated,BBB,100,71.94,71.94,Fixed Coupon,10.0,Monthly,Actual/360,2023-04-24,2031-04-24,Buy,34556,USD,2485958.64,2485958.64,2485958.64,2485.96,2024-02-24,0.13900472616068946,SONIA,1000.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC0631,Riskone,30-Oct-2023,30-Oct-2023,31-Oct-2023,Y,03-Dec-2023,CUST000631,Michelle Phillips Brokers Ltd,OTC,Tanay Lalla Non-Banking Fin Co,Forex-NY,FixedIncome,Bonds,Yesenia Pennington Finance Company,Soverign-CG,Senior Unsecured,BBB,100,77.87,77.87,Fixed Coupon,9.6,Quarterly,30/360,2023-02-28,2033-02-28,Buy,19357,USD,1507329.59,1507329.59,1507329.59,753.66,2023-11-28,0.12328239373314498,SOFR,960.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0632,Riskone,12-Nov-2025,12-Nov-2025,13-Nov-2025,Y,17-Jan-2026,CUST000632,Amy Smith Finance Company,Broker,Mrs Hayley Giles Non-Banking Fin Co,Credit-NY,FixedIncome,Bonds,Anthony Johnson Pvt Ltd Company,Soverign-StateGovt,Subordinated,CCC,100,107.36,107.36,Floating Rate,4.9,Quarterly,30E/360,2025-04-12,2035-04-12,Buy,25597,USD,2748093.92,2748093.92,2748093.92,1374.05,2026-01-12,0.04564083457526081,SOFR,490.00000000000006,MTF,New,Y,Y,N,Physical,BKUS,Active
FIC0633,BloomTOMS,20-Jul-2023,20-Jul-2023,21-Jul-2023,Y,25-Dec-2023,CUST000633,Kathryn Scott Non-Banking Fin Co,OTC,Hugh Smith Mutual Fund,FixedIncome-HK,FixedIncome,NCD,Danielle Fisher DVM Banking Ltd,PublicLtd-Large,Senior Unsecured,A,10000,12160.75,12160.75,Fixed Coupon,4.2,Semiannual,Actual/360,2023-06-20,2028-06-20,Sell,14039,USD,170724769.25,170724769.25,170724769.25,85362.38,2023-12-20,0.00034537343502662253,SONIA,42000.0,OTC,New,Y,N,Y,Physical,BKUS,Passive
FIC0634,Calypso,21-Aug-2025,21-Aug-2025,22-Aug-2025,Y,26-Oct-2025,CUST000634,Richard Sykes Non-Banking Fin Co,Broker,Christopher Johnson Brokers Ltd,Credit-HK,FixedIncome,Bonds,Chaaya Pandya Brokers Ltd,PublicLtd-Medium,Mezzanine,AA ,100,123.78,123.78,Fixed Coupon,4.9,Quarterly,Actual/365,2024-10-21,2032-10-21,Buy,26495,USD,3279551.1,3279551.1,3279551.1,1639.78,2025-10-21,0.039586362901922766,SONIA,490.00000000000006,Exchange,New,Y,Y,N,Physical,BKUS,Diversify
FIC0635,BloomTOMS,06-Jun-2024,06-Jun-2024,07-Jun-2024,Y,11-Jul-2024,CUST000635,Arunima Swamy Brokers Ltd,Broker,Amber Miller Banking Ltd,Credit-NY,FixedIncome,Bonds,Logan Balay Non-Banking Fin Co,Soverign-CG,Subordinated,AAA,100,115.98,115.98,Floating Rate,7.2,Monthly,Actual/Actual (ISDA),2023-09-06,2032-09-06,Buy,21697,USD,2516418.06,2516418.06,2516418.06,2516.42,2024-07-06,0.062079668908432487,SONIA,720.0,Exchange,New,N,Y,Y,Physical,BKUS,Rebalance
FIC0636,BloomTOMS,22-Jun-2023,22-Jun-2023,23-Jun-2023,Y,27-Jul-2023,CUST000636,Christopher Scott Mutual Fund,CCP,Carl Quinn Pvt Ltd Company,Equity-NY,FixedIncome,NCD,Omkaar Sem Finance Company,PublicLtd-Large,Senior Unsecured,AAA,100,116.22,116.22,Floating Rate,9.2,Monthly,Actual/360,2022-11-22,2027-11-22,Buy,17083,USD,1985386.26,1985386.26,1985386.26,992.69,2023-07-22,0.0791602133884013,SONIA,919.9999999999999,MTF,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0637,BloomTOMS,28-Mar-2024,28-Mar-2024,29-Mar-2024,Y,02-Jun-2024,CUST000637,Simon Halder Banking Ltd,Broker,Alan Cooper Pvt Ltd Company,Forex-LON,FixedIncome,Bonds,Vivaan Bhalla Finance Company,Soverign-CG,Senior Unsecured,AAA,1000,1250.23,1250.23,Step-up Coupon,7.3,Annual,30E/360,2023-05-28,2032-05-28,Sell,3395,EGP,4244530.85,89135.15,4244530.85,4244.53,2024-05-28,0.005838925637682666,MIBOR,7300.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0638,Calypso,27-Nov-2025,27-Nov-2025,28-Nov-2025,Y,01-Jan-2026,CUST000638,Stephanie Malone Banking Ltd,Broker,Laurie Anderson Pub Ltd Company,Equity-NY,FixedIncome,Bonds,Paul Hammond Finance Company,Quasi-Govt,Senior Secured,AAA,1000,1170.75,1170.75,Fixed Coupon,3.9,Semiannual,Actual/360,2024-12-27,2032-12-27,Sell,34512,GBP,40404924.0,50506155.0,40404924.0,20202.46,2025-12-27,0.0033311979500320306,EURIBOR,3900.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0639,BloomTOMS,13-Aug-2025,13-Aug-2025,14-Aug-2025,Y,18-Sep-2025,CUST000639,Amber Thomas Pvt Ltd Company,OTC,Christopher Davis Mutual Fund,Forex-LON,FixedIncome,Bonds,Jeremiah Baker Mutual Fund,PublicLtd-Medium,Mezzanine,AAA,10000,11474.51,11474.51,Floating Rate,4.7,Monthly,Actual/365,2024-10-13,2033-10-13,Buy,35852,USD,411384132.52,411384132.52,411384132.52,205692.07,2025-09-13,0.0004096035473410194,SOFR,47000.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC0640,BloomTOMS,10-Nov-2025,10-Nov-2025,11-Nov-2025,Y,15-Nov-2026,CUST000640,Randy Wright Non-Banking Fin Co,OTC,Gaurang Soni Non-Banking Fin Co,Credit-HK,FixedIncome,NCD,Michelle Estrada Non-Banking Fin Co,Soverign-CG,Senior Unsecured,AAA,100,112.09,112.09,Zero Coupon,9.7,Annual,Actual/365,2024-11-10,2032-11-10,Buy,29806,GBP,3340954.54,4176193.17,3340954.54,3340.95,2026-11-10,0.08653760371130341,MIBOR,969.9999999999999,OTC,New,Y,Y,N,Physical,BKUS,Active
FIC0641,BloomTOMS,13-Apr-2023,13-Apr-2023,14-Apr-2023,Y,18-Oct-2023,CUST000641,Kathryn Smith Finance Company,CCP,Daisy Jackson Finance Company,Credit-HK,FixedIncome,Secured Notes,Dr Barbara Khan Banking Ltd,Soverign-CG,Senior Unsecured,B,10000,12657.61,12657.61,Fixed Coupon,4.2,Semiannual,Actual/Actual (ISDA),2022-10-13,2026-10-13,Buy,33999,EUR,430346082.39,473380690.63,430346082.39,430346.08,2023-10-13,0.00033181619594852425,SONIA,42000.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0642,Riskone,02-Feb-2023,02-Feb-2023,03-Feb-2023,Y,07-Mar-2023,CUST000642,Casey Callahan Pvt Ltd Company,Broker,Ms Georgina Thomson Mutual Fund,Credit-LON,FixedIncome,Bonds,Vasudha Ganguly Banking Ltd,Soverign-CG,Mezzanine,BBB,100,80.96,80.96,Step-up Coupon,5.8,Monthly,30/360,2022-06-02,2031-06-02,Sell,34011,USD,2753530.56,2753530.56,2753530.56,1376.77,2023-03-02,0.0716403162055336,SOFR,580.0,MTF,New,Y,Y,Y,Physical,BKUS,Active
FIC0643,Riskone,17-Oct-2025,17-Oct-2025,18-Oct-2025,Y,22-Dec-2025,CUST000643,Yachana Dash Banking Ltd,CCP,Shaun Robinson Non-Banking Fin Co,Equity-NY,FixedIncome,Bonds,Hayley King-Slater Non-Banking Fin Co,Soverign-CG,Senior Unsecured,A,10000,12264.62,12264.62,Step-up Coupon,4.3,Quarterly,Actual/Actual (ICMA),2025-03-17,2033-03-17,Buy,46981,CNY,576204112.22,80668575.71,576204112.22,288102.06,2025-12-17,0.0003506019754382932,MIBOR,43000.0,MTF,New,Y,Y,N,Physical,BKUS,Rebalance
FIC0644,BloomTOMS,25-May-2023,25-May-2023,26-May-2023,Y,30-Nov-2023,CUST000644,Susan Garrett Finance Company,Broker,Ridhi Sanghvi Banking Ltd,Equity-NY,FixedIncome,Secured Notes,Mahika Karan Pvt Ltd Company,PublicLtd-Medium,Preferred,A,100,111.68,111.68,Fixed Coupon,8.8,Semiannual,Business/252,2022-11-25,2026-11-25,Sell,3161,USD,353020.48,353020.48,353020.48,176.51,2023-11-25,0.07879656160458452,SOFR,880.0000000000001,Exchange,New,Y,Y,Y,Physical,BKUS,Passive
FIC0645,Calypso,02-Dec-2025,02-Dec-2025,03-Dec-2025,Y,07-Jun-2026,CUST000645,Brian Wilcox Finance Company,Broker,William Coleman Finance Company,Forex-LON,FixedIncome,Bonds,Kathleen Mann Mutual Fund,PublicLtd-Medium,Senior Unsecured,AAA,100,110.22,110.22,Fixed Coupon,7.8,Semiannual,Actual/Actual (ICMA),2025-06-02,2034-06-02,Buy,33513,JPY,3693802.86,25117.86,3693802.86,1846.9,2026-06-02,0.07076755579749591,SOFR,780.0,MTF,New,Y,Y,N,Physical,BKUS,Diversify
FIC0646,Riskone,28-Mar-2023,28-Mar-2023,29-Mar-2023,Y,03-Jul-2023,CUST000646,Advay Dalal Non-Banking Fin Co,OTC,Mr Jake Campbell Pub Ltd Company,Equity-HK,FixedIncome,Bonds,Terry Mason Pvt Ltd Company,Quasi-Govt,Mezzanine,A,1000,1223.86,1223.86,Floating Rate,4.0,Annual,30E/360,2022-06-28,2031-06-28,Sell,32826,USD,40174428.36,40174428.36,40174428.36,20087.21,2023-06-28,0.0032683476868269248,EURIBOR,4000.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC0647,Murex,11-Aug-2023,11-Aug-2023,12-Aug-2023,Y,16-Oct-2023,CUST000647,Sarah Huff MD Brokers Ltd,CCP,Charles Torres Banking Ltd,Forex-HK,FixedIncome,Secured Notes,Joyce Long Mutual Fund,PublicLtd-Medium,Senior Unsecured,A,1000,1136.09,1136.09,Fixed Coupon,5.7,Quarterly,30/360,2023-04-11,2028-04-11,Sell,7029,USD,7985576.61,7985576.61,7985576.61,7985.58,2023-10-11,0.005017208143721009,SONIA,5700.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC0648,BloomTOMS,11-Jun-2025,11-Jun-2025,12-Jun-2025,Y,16-Jul-2025,CUST000648,Emma Ayers Finance Company,OTC,Mark Thompson Mutual Fund,Credit-HK,FixedIncome,Bonds,Libni Bhagat Non-Banking Fin Co,PublicLtd-Large,Preferred,A,10000,11709.96,11709.96,Fixed Coupon,5.3,Monthly,30/360,2024-09-11,2034-09-11,Buy,4898,USD,57355384.08,57355384.08,57355384.08,28677.69,2025-07-11,0.00045260615749327925,ESTR,53000.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC0649,Riskone,02-Nov-2023,02-Nov-2023,03-Nov-2023,Y,07-Dec-2023,CUST000649,Pamela Stuart Brokers Ltd,OTC,Abigail Hill Mutual Fund,Forex-LON,FixedIncome,Bonds,Timothy Lee Brokers Ltd,Soverign-StateGovt,Senior Unsecured,B,1000,1214.2,1214.2,Floating Rate,5.2,Monthly,30/360,2023-07-02,2032-07-02,Sell,10916,USD,13254207.2,13254207.2,13254207.2,6627.1,2023-12-02,0.004282655246252677,SONIA,5200.0,OTC,New,N,Y,Y,Physical,BKUS,Active
FIC0650,Murex,09-Mar-2023,09-Mar-2023,10-Mar-2023,Y,14-Nov-2023,CUST000650,Vanya Mall Non-Banking Fin Co,Broker,Chavvi Comar Non-Banking Fin Co,FixedIncome-HK,FixedIncome,Bonds,Kristen Scott Pvt Ltd Company,PublicLtd-Large,Subordinated,AAA,100,121.8,121.8,Fixed Coupon,8.2,Annual,30/360,2022-11-09,2030-11-09,Sell,11498,USD,1400456.4,1400456.4,1400456.4,1400.46,2023-11-09,0.06732348111658457,MIBOR,819.9999999999999,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
