Call_ID,Call_source_system,Agreement_id,Margin_type,Call_direction,Call_amount,Call_result,Call_result_reason,Call_date
CALL0625,Acadia,CSA_CP0625,VariationMargin,CallMade,10849953.22,Agreed,NA,20-Nov-2025
CALL0626,Acadia,CSA_CP0626,VariationMargin,CallReceived,6226963.5,Agreed,NA,11-Aug-2023
CALL0627,Acadia,CSA_CP0627,InitialMargin,CallReceived,17872872.16,Challenged,CSA difference,04-Nov-2025
CALL0628,Acadia,CSA_CP0628,VariationMargin,CallMade,660051.06,Agreed,NA,01-Dec-2025
CALL0629,Acadia,CSA_CP0629,NetCashMargin,CallReceived,19685819.59,Agreed,NA,26-Nov-2025
CALL0630,Acadia,CSA_CP0630,VariationMargin,CallMade,3049001.34,Agreed,NA,07-Nov-2025
CALL0631,Acadia,CSA_CP0631,InitialMargin,CallReceived,1776832.43,Agreed,NA,11-Nov-2025
CALL0632,Acadia,CSA_CP0632,VariationMargin,CallMade,15019171.39,Agreed,NA,27-Nov-2025
CALL0633,Acadia,CSA_CP0633,VariationMargin,CallMade,19090008.09,Agreed,NA,20-Jan-2025
CALL0634,Acadia,CSA_CP0634,VariationMargin,CallMade,3494807.83,Agreed,NA,30-Sep-2024
CALL0635,Acadia,CSA_CP0635,VariationMargin,CallMade,17151855.71,Agreed,NA,19-Feb-2024
CALL0636,Acadia,CSA_CP0636,VariationMargin,CallReceived,9168596.78,Agreed,NA,14-Nov-2025
CALL0637,Acadia,CSA_CP0637,VariationMargin,CallReceived,1494015.83,Agreed,NA,14-Nov-2025
CALL0638,Acadia,CSA_CP0638,VariationMargin,CallMade,9160005.51,Pending,NA,05-Dec-2025
CALL0639,Acadia,CSA_CP0639,InitialMargin,CallReceived,24250741.56,Agreed,NA,04-Jan-2023
CALL0640,Acadia,CSA_CP0640,InitialMargin,CallReceived,1473008.18,Agreed,NA,01-Dec-2025
CALL0641,Acadia,CSA_CP0641,VariationMargin,CallMade,9113989.12,Agreed,NA,20-Nov-2025
CALL0642,Acadia,CSA_CP0642,VariationMargin,CallMade,3689268.37,Challenged,CSA difference,01-Dec-2025
CALL0643,Acadia,CSA_CP0643,InitialMargin,CallReceived,20589118.95,Agreed,NA,05-Dec-2025
CALL0644,Acadia,CSA_CP0644,NetCashMargin,CallMade,8222939.58,Agreed,NA,07-Nov-2025
CALL0645,Acadia,CSA_CP0645,VariationMargin,CallReceived,1061396.7,Agreed,NA,28-Nov-2025
CALL0646,Acadia,CSA_CP0646,VariationMargin,CallReceived,4124602.52,Agreed,NA,11-Nov-2025
CALL0647,Acadia,CSA_CP0647,VariationMargin,CallReceived,828277.46,Challenged,CSA difference,28-Nov-2024
CALL0648,Acadia,CSA_CP0648,InitialMargin,CallMade,11088337.79,Disputed,CSA difference,03-Dec-2025
CALL0649,Acadia,CSA_CP0649,InitialMargin,CallReceived,11816565.36,Disputed,CSA difference,27-Dec-2024
CALL0650,Acadia,CSA_CP0650,NetCashMargin,CallMade,3641740.69,Pending,NA,19-Nov-2025
CALL0651,Acadia,CSA_CP0651,VariationMargin,CallMade,19405431.44,Agreed,NA,25-Nov-2025
CALL0652,Acadia,CSA_CP0652,VariationMargin,CallMade,1014248.12,Agreed,NA,05-Dec-2025
CALL0653,Acadia,CSA_CP0653,InitialMargin,CallMade,8984772.27,Agreed,NA,17-Nov-2025
CALL0654,Acadia,CSA_CP0654,VariationMargin,CallMade,37725863.63,Agreed,NA,05-Nov-2025
CALL0655,Acadia,CSA_CP0655,VariationMargin,CallReceived,3221387.37,Agreed,NA,27-Nov-2025
CALL0656,Acadia,CSA_CP0656,VariationMargin,CallMade,7795893.01,Agreed,NA,27-Nov-2025
CALL0657,Acadia,CSA_CP0657,InitialMargin,CallMade,3506562.84,Agreed,NA,05-Jun-2025
CALL0658,Acadia,CSA_CP0658,InitialMargin,CallReceived,9278561.32,Pending,NA,26-Nov-2025
CALL0659,Acadia,CSA_CP0659,VariationMargin,CallReceived,22952418.79,Pending,NA,01-Jan-2024
CALL0660,Acadia,CSA_CP0660,InitialMargin,CallReceived,14179217.27,Agreed,NA,07-Nov-2025
CALL0661,Acadia,CSA_CP0661,InitialMargin,CallMade,737081.93,Agreed,NA,25-Nov-2025
CALL0662,Acadia,CSA_CP0662,InitialMargin,CallMade,6686962.42,Agreed,NA,17-Nov-2025
CALL0663,Acadia,CSA_CP0663,InitialMargin,CallMade,1112251.29,Agreed,NA,07-Jun-2023
CALL0664,Manual,CSA_CP0664,InitialMargin,CallReceived,16371174.71,Agreed,NA,17-Nov-2025
CALL0665,Acadia,CSA_CP0665,VariationMargin,CallReceived,6204823.35,Agreed,NA,19-Nov-2025
CALL0666,Manual,CSA_CP0666,VariationMargin,CallMade,19225565.87,Agreed,NA,06-Nov-2024
CALL0667,Acadia,CSA_CP0667,InitialMargin,CallReceived,3717518.95,Agreed,NA,26-Nov-2025
CALL0668,Acadia,CSA_CP0668,VariationMargin,CallReceived,7306301.55,Agreed,NA,01-Dec-2025
CALL0669,Acadia,CSA_CP0669,NetCashMargin,CallMade,7699575.01,Agreed,NA,09-Jan-2023
CALL0670,Acadia,CSA_CP0670,VariationMargin,CallMade,15848323.8,Challenged,CSA difference,27-Nov-2025
CALL0671,Acadia,CSA_CP0671,InitialMargin,CallMade,7802883.28,Agreed,NA,09-Apr-2024
CALL0672,Acadia,CSA_CP0672,VariationMargin,CallReceived,21047514.24,Agreed,NA,26-Nov-2025
CALL0673,Acadia,CSA_CP0673,InitialMargin,CallReceived,1670989.02,Agreed,NA,21-Nov-2025
CALL0674,Acadia,CSA_CP0674,VariationMargin,CallReceived,11923087.72,Agreed,NA,06-Nov-2025
CALL0675,Acadia,CSA_CP0675,NetCashMargin,CallReceived,10373466.44,Challenged,CSA difference,31-Jul-2025
CALL0676,Acadia,CSA_CP0676,VariationMargin,CallMade,8370152.89,Agreed,NA,05-Feb-2025
CALL0677,Acadia,CSA_CP0677,VariationMargin,CallMade,3425329.59,Agreed,NA,06-Nov-2025
CALL0678,Acadia,CSA_CP0678,InitialMargin,CallReceived,27895970.18,Agreed,NA,11-Nov-2025
CALL0679,Acadia,CSA_CP0679,InitialMargin,CallReceived,3595899.07,Agreed,NA,05-Nov-2025
CALL0680,Acadia,CSA_CP0680,VariationMargin,CallMade,22948191.76,Agreed,NA,15-Aug-2025
CALL0681,Acadia,CSA_CP0681,VariationMargin,CallReceived,5228622.54,Challenged,CSA difference,26-Nov-2025
CALL0682,Acadia,CSA_CP0682,InitialMargin,CallReceived,11466579.63,Agreed,NA,01-Dec-2025
CALL0683,Acadia,CSA_CP0683,VariationMargin,CallMade,9758173.6,Agreed,NA,17-Nov-2025
CALL0684,Acadia,CSA_CP0684,VariationMargin,CallMade,17230671.83,Pending,NA,24-Nov-2025
CALL0685,Acadia,CSA_CP0685,InitialMargin,CallMade,38141463.42,Disputed,Timing differnce,18-Nov-2025
CALL0686,Acadia,CSA_CP0686,VariationMargin,CallReceived,23705520.91,Agreed,NA,04-Dec-2025
CALL0687,Acadia,CSA_CP0687,VariationMargin,CallMade,296771.37,Agreed,NA,26-Nov-2025
CALL0688,Acadia,CSA_CP0688,InitialMargin,CallReceived,32209021.4,Agreed,NA,12-Nov-2025
CALL0689,Acadia,CSA_CP0689,VariationMargin,CallMade,8592191.59,Agreed,NA,04-Nov-2025
CALL0690,Acadia,CSA_CP0690,VariationMargin,CallMade,1326600.88,Pending,NA,20-Sep-2023
CALL0691,Acadia,CSA_CP0691,VariationMargin,CallMade,15672490.03,Disputed,Trade Difference,02-May-2025
CALL0692,Acadia,CSA_CP0692,VariationMargin,CallMade,7139565.11,Agreed,NA,14-Feb-2023
CALL0693,Acadia,CSA_CP0693,VariationMargin,CallMade,26721401.83,Agreed,NA,20-Nov-2025
CALL0694,Acadia,CSA_CP0694,VariationMargin,CallReceived,1173560.03,Agreed,NA,02-Dec-2025
CALL0695,Acadia,CSA_CP0695,VariationMargin,CallReceived,2436909.99,Agreed,NA,20-Nov-2025
CALL0696,Acadia,CSA_CP0696,VariationMargin,CallMade,4810812.5,Agreed,NA,21-Nov-2025
CALL0697,Acadia,CSA_CP0697,VariationMargin,CallReceived,1052584.01,Agreed,NA,13-Nov-2025
CALL0698,Acadia,CSA_CP0698,VariationMargin,CallMade,4493976.38,Agreed,NA,01-Dec-2025
CALL0699,Acadia,CSA_CP0699,VariationMargin,CallReceived,2245757.36,Agreed,NA,02-Dec-2025
CALL0700,Acadia,CSA_CP0700,InitialMargin,CallMade,10785065.2,Challenged,Trade Difference,05-Dec-2025
CALL0701,Acadia,CSA_CP0701,InitialMargin,CallReceived,2720856.37,Challenged,Timing differnce,06-Nov-2025
CALL0702,Acadia,CSA_CP0702,VariationMargin,CallReceived,10466328.12,Agreed,NA,20-Nov-2025
CALL0703,Acadia,CSA_CP0703,InitialMargin,CallReceived,4381925.92,Agreed,NA,19-Nov-2025
CALL0704,Acadia,CSA_CP0704,InitialMargin,CallMade,39865173.14,Disputed,Trade Difference,02-Dec-2025
CALL0705,Acadia,CSA_CP0705,VariationMargin,CallMade,11970222.63,Challenged,CSA difference,17-Oct-2024
CALL0706,Acadia,CSA_CP0706,VariationMargin,CallMade,12885137.52,Agreed,NA,14-Nov-2025
CALL0707,Acadia,CSA_CP0707,VariationMargin,CallReceived,3167364.03,Challenged,Timing differnce,23-Jan-2024
CALL0708,Manual,CSA_CP0708,InitialMargin,CallMade,8827595.52,Pending,NA,17-Nov-2025
CALL0709,Acadia,CSA_CP0709,VariationMargin,CallMade,29823128.34,Agreed,NA,24-Nov-2025
CALL0710,Acadia,CSA_CP0710,VariationMargin,CallReceived,9227675.49,Agreed,NA,24-Jul-2023
CALL0711,Acadia,CSA_CP0711,VariationMargin,CallMade,2041203.83,Agreed,NA,22-Jan-2024
CALL0712,Acadia,CSA_CP0712,VariationMargin,CallReceived,4461690.37,Pending,NA,24-Nov-2025
CALL0713,Acadia,CSA_CP0713,VariationMargin,CallReceived,10916542.89,Pending,NA,28-Nov-2025
CALL0714,Acadia,CSA_CP0714,VariationMargin,CallReceived,673744.46,Agreed,NA,01-Dec-2025
CALL0715,Acadia,CSA_CP0715,VariationMargin,CallReceived,2425634.36,Agreed,NA,27-Mar-2024
CALL0716,Acadia,CSA_CP0716,VariationMargin,CallMade,5608598.97,Agreed,NA,07-Nov-2025
CALL0717,Acadia,CSA_CP0717,VariationMargin,CallMade,15555461.27,Agreed,NA,24-Nov-2025
CALL0718,Acadia,CSA_CP0718,VariationMargin,CallReceived,38357650.13,Pending,NA,03-Dec-2025
CALL0719,Acadia,CSA_CP0719,VariationMargin,CallReceived,1426331.03,Agreed,NA,27-Nov-2025
CALL0720,Acadia,CSA_CP0720,VariationMargin,CallMade,677154.8,Agreed,NA,18-Nov-2025
CALL0721,Acadia,CSA_CP0721,VariationMargin,CallMade,9578249.51,Challenged,Trade Difference,01-Dec-2025
CALL0722,Acadia,CSA_CP0722,NetCashMargin,CallMade,18829490.06,Agreed,NA,05-Dec-2025
CALL0723,Acadia,CSA_CP0723,VariationMargin,CallMade,1803823.31,Pending,NA,20-Nov-2025
CALL0724,Acadia,CSA_CP0724,VariationMargin,CallReceived,16640212.21,Pending,NA,19-Nov-2025
CALL0725,Acadia,CSA_CP0725,InitialMargin,CallMade,15792623.69,Pending,NA,11-Nov-2025
CALL0726,Acadia,CSA_CP0726,VariationMargin,CallReceived,17155388.43,Agreed,NA,19-Sep-2025
CALL0727,Acadia,CSA_CP0727,InitialMargin,CallMade,29874626.77,Agreed,NA,29-Jan-2025
CALL0728,Acadia,CSA_CP0728,NetCashMargin,CallReceived,16446772.44,Agreed,NA,21-Nov-2025
CALL0729,Manual,CSA_CP0729,VariationMargin,CallReceived,1185892.89,Disputed,CSA difference,24-Nov-2025
CALL0730,Acadia,CSA_CP0730,VariationMargin,CallReceived,11929282.02,Agreed,NA,25-Nov-2025
CALL0731,Acadia,CSA_CP0731,VariationMargin,CallMade,17201032.5,Pending,NA,10-Nov-2025
CALL0732,Acadia,CSA_CP0732,VariationMargin,CallReceived,5448633.83,Agreed,NA,16-Oct-2024
CALL0733,Acadia,CSA_CP0733,VariationMargin,CallMade,12266419.74,Agreed,NA,04-Nov-2025
CALL0734,Acadia,CSA_CP0734,VariationMargin,CallMade,3472056.66,Agreed,NA,26-Nov-2025
CALL0735,Acadia,CSA_CP0735,VariationMargin,CallReceived,1938613.45,Agreed,NA,09-Sep-2025
CALL0736,Acadia,CSA_CP0736,InitialMargin,CallMade,42078147.87,Agreed,NA,28-Nov-2025
CALL0737,Acadia,CSA_CP0737,VariationMargin,CallMade,25639702.23,Agreed,NA,20-Nov-2025
CALL0738,Acadia,CSA_CP0738,VariationMargin,CallMade,27719250.55,Agreed,NA,03-Dec-2025
CALL0739,Acadia,CSA_CP0739,InitialMargin,CallReceived,7339933.12,Agreed,NA,05-Dec-2025
CALL0740,Acadia,CSA_CP0740,InitialMargin,CallMade,19750280.29,Agreed,NA,04-Dec-2025
CALL0741,Manual,CSA_CP0741,VariationMargin,CallReceived,16698240.58,Challenged,CSA difference,23-Jul-2024
CALL0742,Acadia,CSA_CP0742,VariationMargin,CallMade,5037169.28,Agreed,NA,20-Nov-2025
CALL0743,Acadia,CSA_CP0743,InitialMargin,CallMade,19806280.69,Agreed,NA,02-Dec-2025
CALL0744,Manual,CSA_CP0744,VariationMargin,CallReceived,3949360.78,Disputed,Timing differnce,04-Dec-2025
CALL0745,Acadia,CSA_CP0745,VariationMargin,CallMade,11202602.04,Agreed,NA,25-Nov-2025
CALL0746,Acadia,CSA_CP0746,InitialMargin,CallMade,39564080.21,Agreed,NA,03-Nov-2025
CALL0747,Acadia,CSA_CP0747,VariationMargin,CallMade,462868.59,Agreed,NA,16-Jan-2023
CALL0748,Acadia,CSA_CP0748,VariationMargin,CallReceived,12245341.46,Disputed,Valuation difference,24-Nov-2025
CALL0749,Acadia,CSA_CP0749,VariationMargin,CallMade,8651156.64,Agreed,NA,21-Nov-2025
CALL0750,Acadia,CSA_CP0750,VariationMargin,CallReceived,10330002.37,Agreed,NA,06-Dec-2024
CALL0751,Acadia,CSA_CP0751,InitialMargin,CallMade,10692752.99,Challenged,Trade Difference,27-Nov-2025
CALL0752,Acadia,CSA_CP0752,VariationMargin,CallMade,33351201.39,Agreed,NA,22-Nov-2024
CALL0753,Acadia,CSA_CP0753,VariationMargin,CallReceived,11067603.1,Agreed,NA,12-Sep-2023
CALL0754,Acadia,CSA_CP0754,InitialMargin,CallMade,15424577.58,Disputed,Trade Difference,10-Nov-2023
CALL0755,Acadia,CSA_CP0755,InitialMargin,CallReceived,11385148.87,Pending,NA,20-Nov-2025
CALL0756,Acadia,CSA_CP0756,VariationMargin,CallReceived,26193971.5,Agreed,NA,29-Aug-2025
CALL0757,Acadia,CSA_CP0757,InitialMargin,CallReceived,9766215.9,Agreed,NA,06-Nov-2025
CALL0758,Acadia,CSA_CP0758,VariationMargin,CallMade,1282569.88,Agreed,NA,18-Nov-2025
CALL0759,Acadia,CSA_CP0759,VariationMargin,CallReceived,32156874.61,Challenged,CSA difference,05-Dec-2025
CALL0760,Acadia,CSA_CP0760,VariationMargin,CallReceived,4056027.01,Challenged,CSA difference,13-Nov-2025
CALL0761,Acadia,CSA_CP0761,VariationMargin,CallMade,11414455.26,Disputed,CSA difference,16-Aug-2023
CALL0762,Acadia,CSA_CP0762,InitialMargin,CallMade,15486779.26,Agreed,NA,08-Jul-2024
CALL0763,Acadia,CSA_CP0763,VariationMargin,CallReceived,16430722.37,Agreed,NA,06-Nov-2025
CALL0764,Acadia,CSA_CP0764,VariationMargin,CallReceived,27680192.89,Agreed,NA,13-Nov-2025
CALL0765,Acadia,CSA_CP0765,VariationMargin,CallReceived,7698366.06,Agreed,NA,24-Feb-2023
CALL0766,Acadia,CSA_CP0766,VariationMargin,CallMade,4156212.5,Disputed,Timing differnce,04-Nov-2025
CALL0767,Acadia,CSA_CP0767,InitialMargin,CallReceived,5687176.5,Agreed,NA,08-May-2025
CALL0768,Acadia,CSA_CP0768,InitialMargin,CallReceived,9785621.74,Agreed,NA,24-Nov-2025
CALL0769,Acadia,CSA_CP0769,VariationMargin,CallReceived,3794348.47,Agreed,NA,17-Nov-2025
CALL0770,Acadia,CSA_CP0770,VariationMargin,CallReceived,18537701.95,Agreed,NA,24-Nov-2025
CALL0771,Acadia,CSA_CP0771,VariationMargin,CallReceived,1621213.91,Agreed,NA,28-Nov-2025
CALL0772,Acadia,CSA_CP0772,VariationMargin,CallMade,10075553.87,Agreed,NA,24-Nov-2025
CALL0773,Acadia,CSA_CP0773,InitialMargin,CallReceived,25549752.82,Challenged,Trade Difference,14-May-2025
CALL0774,Acadia,CSA_CP0774,InitialMargin,CallReceived,1508726.04,Agreed,NA,05-Dec-2025
CALL0775,Acadia,CSA_CP0775,VariationMargin,CallReceived,8524076.2,Agreed,NA,27-Nov-2025
CALL0776,Acadia,CSA_CP0776,VariationMargin,CallMade,23231604.51,Agreed,NA,05-Dec-2025
CALL0777,Acadia,CSA_CP0777,VariationMargin,CallMade,8796674.14,Agreed,NA,06-Nov-2025
CALL0778,Acadia,CSA_CP0778,InitialMargin,CallReceived,4643304.04,Agreed,NA,02-Sep-2025
CALL0779,Acadia,CSA_CP0779,VariationMargin,CallMade,24195591.08,Agreed,NA,13-Oct-2025
CALL0780,Acadia,CSA_CP0780,VariationMargin,CallMade,21000052.8,Agreed,NA,19-Nov-2025
CALL0781,Acadia,CSA_CP0781,VariationMargin,CallMade,28445972.91,Agreed,NA,13-Nov-2025
CALL0782,Acadia,CSA_CP0782,VariationMargin,CallMade,26279552.76,Agreed,NA,19-Nov-2025
CALL0783,Acadia,CSA_CP0783,VariationMargin,CallReceived,1968803.97,Agreed,NA,29-Nov-2023
CALL0784,Acadia,CSA_CP0784,VariationMargin,CallMade,13797182.0,Agreed,NA,06-Sep-2023
CALL0785,Acadia,CSA_CP0785,VariationMargin,CallMade,11073725.07,Agreed,NA,05-Nov-2025
CALL0786,Acadia,CSA_CP0786,VariationMargin,CallReceived,18775555.99,Challenged,Trade Difference,19-Nov-2025
CALL0787,Acadia,CSA_CP0787,InitialMargin,CallReceived,31297699.48,Disputed,CSA difference,27-Nov-2025
CALL0788,Acadia,CSA_CP0788,VariationMargin,CallMade,25212018.15,Agreed,NA,26-Nov-2025
CALL0789,Acadia,CSA_CP0789,VariationMargin,CallMade,8681911.75,Agreed,NA,04-Dec-2025
CALL0790,Acadia,CSA_CP0790,InitialMargin,CallMade,11112285.2,Agreed,NA,25-Nov-2025
CALL0791,Acadia,CSA_CP0791,InitialMargin,CallMade,15334429.28,Agreed,NA,04-Dec-2025
CALL0792,Acadia,CSA_CP0792,VariationMargin,CallMade,8337654.22,Agreed,NA,02-Dec-2025
CALL0793,Acadia,CSA_CP0793,InitialMargin,CallReceived,14877171.89,Disputed,Trade Difference,17-Nov-2025
CALL0794,Acadia,CSA_CP0794,InitialMargin,CallMade,29115693.02,Agreed,NA,07-Nov-2025
CALL0795,Acadia,CSA_CP0795,InitialMargin,CallReceived,16859352.61,Agreed,NA,14-Nov-2025
CALL0796,Acadia,CSA_CP0796,InitialMargin,CallMade,12665294.81,Agreed,NA,28-Nov-2025
CALL0797,Acadia,CSA_CP0797,InitialMargin,CallMade,12094257.27,Agreed,NA,03-Nov-2025
CALL0798,Acadia,CSA_CP0798,NetCashMargin,CallMade,13574699.91,Disputed,Timing differnce,24-Apr-2025
CALL0799,Acadia,CSA_CP0799,VariationMargin,CallReceived,6059793.12,Agreed,NA,11-Nov-2025
CALL0800,Acadia,CSA_CP0800,InitialMargin,CallReceived,5155960.89,Agreed,NA,01-Dec-2025
CALL0801,Acadia,CSA_CP0801,VariationMargin,CallMade,11438058.28,Agreed,NA,18-Nov-2025
CALL0802,Acadia,CSA_CP0802,VariationMargin,CallMade,2890074.28,Agreed,NA,26-Nov-2025
CALL0803,Acadia,CSA_CP0803,VariationMargin,CallMade,17484201.58,Agreed,NA,25-Nov-2025
CALL0804,Acadia,CSA_CP0804,InitialMargin,CallMade,11263473.72,Agreed,NA,06-Nov-2025
CALL0805,Acadia,CSA_CP0805,InitialMargin,CallMade,4328369.64,Agreed,NA,25-Nov-2025
CALL0806,Acadia,CSA_CP0806,VariationMargin,CallReceived,6326041.23,Agreed,NA,27-Nov-2025
CALL0807,Acadia,CSA_CP0807,VariationMargin,CallReceived,9844836.72,Agreed,NA,05-Jun-2023
CALL0808,Acadia,CSA_CP0808,NetCashMargin,CallReceived,3898662.15,Agreed,NA,18-Mar-2024
CALL0809,Acadia,CSA_CP0809,VariationMargin,CallReceived,822402.78,Disputed,Timing differnce,18-Nov-2025
CALL0810,Acadia,CSA_CP0810,VariationMargin,CallReceived,28443236.23,Agreed,NA,07-Nov-2025
CALL0811,Acadia,CSA_CP0811,NetCashMargin,CallReceived,16070766.58,Agreed,NA,13-Sep-2023
CALL0812,Acadia,CSA_CP0812,InitialMargin,CallReceived,9990289.14,Agreed,NA,04-Dec-2025
CALL0813,Manual,CSA_CP0813,VariationMargin,CallMade,14176859.52,Pending,NA,28-Nov-2025
CALL0814,Acadia,CSA_CP0814,VariationMargin,CallMade,4995638.59,Agreed,NA,20-Nov-2025
CALL0815,Acadia,CSA_CP0815,VariationMargin,CallReceived,1949380.8,Agreed,NA,20-Nov-2025
CALL0816,Acadia,CSA_CP0816,InitialMargin,CallReceived,11728761.45,Agreed,NA,18-Nov-2025
CALL0817,Acadia,CSA_CP0817,VariationMargin,CallReceived,6575439.41,Agreed,NA,07-Nov-2025
CALL0818,Acadia,CSA_CP0818,InitialMargin,CallReceived,1655834.16,Agreed,NA,05-Dec-2025
CALL0819,Acadia,CSA_CP0819,VariationMargin,CallReceived,3060580.87,Disputed,Trade Difference,11-Nov-2025
CALL0820,Acadia,CSA_CP0820,InitialMargin,CallReceived,22042887.15,Disputed,Trade Difference,25-Nov-2025
CALL0821,Acadia,CSA_CP0821,VariationMargin,CallReceived,10834705.57,Pending,NA,11-Nov-2025
CALL0822,Manual,CSA_CP0822,InitialMargin,CallReceived,5036756.83,Agreed,NA,25-Nov-2025
CALL0823,Acadia,CSA_CP0823,InitialMargin,CallMade,13080494.01,Agreed,NA,04-Dec-2025
CALL0824,Acadia,CSA_CP0824,InitialMargin,CallMade,9173956.09,Agreed,NA,21-Nov-2025
CALL0825,Acadia,CSA_CP0825,VariationMargin,CallMade,1599311.64,Agreed,NA,06-Nov-2025
CALL0826,Acadia,CSA_CP0826,VariationMargin,CallMade,10517149.11,Agreed,NA,13-Nov-2025
CALL0827,Acadia,CSA_CP0827,VariationMargin,CallReceived,3317043.23,Agreed,NA,17-Oct-2025
CALL0828,Acadia,CSA_CP0828,VariationMargin,CallReceived,5761989.8,Agreed,NA,28-Nov-2025
CALL0829,Acadia,CSA_CP0829,VariationMargin,CallMade,2260744.39,Agreed,NA,12-Nov-2025
CALL0830,Acadia,CSA_CP0830,VariationMargin,CallReceived,17851993.25,Agreed,NA,19-Nov-2025
CALL0831,Acadia,CSA_CP0831,VariationMargin,CallReceived,4035423.42,Disputed,Trade Difference,24-Mar-2025
CALL0832,Acadia,CSA_CP0832,VariationMargin,CallMade,5831146.44,Agreed,NA,19-May-2025
CALL0833,Acadia,CSA_CP0833,InitialMargin,CallReceived,1335389.41,Pending,NA,05-Dec-2025
CALL0834,Acadia,CSA_CP0834,InitialMargin,CallMade,31577721.34,Agreed,NA,20-Nov-2025
CALL0835,Acadia,CSA_CP0835,VariationMargin,CallReceived,11732677.08,Agreed,NA,05-Jan-2024
CALL0836,Acadia,CSA_CP0836,VariationMargin,CallMade,15617561.16,Agreed,NA,12-Nov-2025
CALL0837,Manual,CSA_CP0837,InitialMargin,CallReceived,20510047.96,Agreed,NA,25-Nov-2025
CALL0838,Acadia,CSA_CP0838,VariationMargin,CallMade,27143788.05,Agreed,NA,26-Nov-2025
CALL0839,Acadia,CSA_CP0839,InitialMargin,CallReceived,29338414.52,Agreed,NA,02-Dec-2025
CALL0840,Acadia,CSA_CP0840,VariationMargin,CallReceived,15601553.4,Pending,NA,12-Nov-2025
CALL0841,Acadia,CSA_CP0841,InitialMargin,CallReceived,2981836.41,Pending,NA,17-Nov-2025
CALL0842,Acadia,CSA_CP0842,VariationMargin,CallMade,1277135.89,Agreed,NA,11-Nov-2025
CALL0843,Acadia,CSA_CP0843,VariationMargin,CallReceived,13256586.74,Agreed,NA,03-Nov-2025
CALL0844,Acadia,CSA_CP0844,InitialMargin,CallMade,6124063.52,Agreed,NA,04-Nov-2025
CALL0845,Manual,CSA_CP0845,InitialMargin,CallMade,3146837.16,Agreed,NA,28-Nov-2025
CALL0846,Acadia,CSA_CP0846,InitialMargin,CallReceived,21385397.44,Challenged,Timing differnce,14-Nov-2025
CALL0847,Acadia,CSA_CP0847,VariationMargin,CallMade,3696651.15,Challenged,Valuation difference,06-Nov-2025
CALL0848,Acadia,CSA_CP0848,NetCashMargin,CallReceived,15787836.26,Agreed,NA,25-Jun-2024
CALL0849,Acadia,CSA_CP0849,VariationMargin,CallReceived,1008491.31,Pending,NA,21-Nov-2025
CALL0850,Acadia,CSA_CP0850,InitialMargin,CallReceived,1233999.49,Agreed,NA,25-Nov-2025
CALL0851,Acadia,CSA_CP0851,VariationMargin,CallReceived,17276360.0,Agreed,NA,04-Nov-2025
CALL0852,Acadia,CSA_CP0852,InitialMargin,CallMade,10847859.19,Agreed,NA,04-Dec-2025
CALL0853,Acadia,CSA_CP0853,VariationMargin,CallReceived,28034250.46,Pending,NA,11-Nov-2025
CALL0854,Acadia,CSA_CP0854,VariationMargin,CallReceived,16427793.64,Agreed,NA,19-Nov-2025
CALL0855,Manual,CSA_CP0855,VariationMargin,CallMade,6532148.81,Agreed,NA,17-Nov-2025
CALL0856,Acadia,CSA_CP0856,VariationMargin,CallMade,6278267.97,Agreed,NA,20-Nov-2025
CALL0857,Acadia,CSA_CP0857,VariationMargin,CallReceived,5654549.93,Agreed,NA,03-Nov-2025
CALL0858,Acadia,CSA_CP0858,InitialMargin,CallReceived,906044.5,Agreed,NA,14-Nov-2025
CALL0859,Acadia,CSA_CP0859,InitialMargin,CallMade,1971533.69,Agreed,NA,05-Nov-2025
CALL0860,Acadia,CSA_CP0860,VariationMargin,CallReceived,29495311.74,Agreed,NA,10-Nov-2025
CALL0861,Acadia,CSA_CP0861,VariationMargin,CallMade,9549971.51,Agreed,NA,09-Sep-2024
CALL0862,Acadia,CSA_CP0862,VariationMargin,CallMade,12939834.89,Agreed,NA,07-Nov-2025
CALL0863,Acadia,CSA_CP0863,InitialMargin,CallReceived,969026.0,Disputed,Valuation difference,30-Sep-2025
CALL0864,Acadia,CSA_CP0864,VariationMargin,CallMade,12227041.97,Agreed,NA,25-Nov-2025
CALL0865,Acadia,CSA_CP0865,VariationMargin,CallReceived,4261428.48,Agreed,NA,17-Nov-2025
CALL0866,Acadia,CSA_CP0866,VariationMargin,CallReceived,12718384.51,Agreed,NA,06-Nov-2025
CALL0867,Acadia,CSA_CP0867,VariationMargin,CallMade,27454401.35,Agreed,NA,11-Nov-2025
CALL0868,Acadia,CSA_CP0868,InitialMargin,CallReceived,17935590.32,Disputed,Trade Difference,18-Nov-2025
CALL0869,Acadia,CSA_CP0869,NetCashMargin,CallReceived,10228618.92,Agreed,NA,23-Apr-2024
CALL0870,Acadia,CSA_CP0870,VariationMargin,CallReceived,8013167.82,Agreed,NA,10-Nov-2025
CALL0871,Acadia,CSA_CP0871,InitialMargin,CallMade,9041576.67,Agreed,NA,11-Nov-2025
CALL0872,Acadia,CSA_CP0872,VariationMargin,CallMade,3884066.73,Agreed,NA,05-Nov-2025
CALL0873,Acadia,CSA_CP0873,VariationMargin,CallReceived,3197550.18,Agreed,NA,20-Nov-2025
