Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Buy_sell,Trade_quantity,Trade_currency,Price,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Execution_venue,Order_type,Trade_status,Settlement_status,Settlement_type,Trade_capture_stp,Settlement_stp,Legal_entity,Portfolio_strategy
EQT1450,Kondorplus,07-Aug-2025,07-Aug-2025,07-Aug-2025,Y,09-Aug-2025,CUST001450,Hugh Francis Pvt Ltd Company,OTC,Kalpit Anne Brokers Ltd,Equity-NY,Equity,Cash Equity,Buy,212269,USD,306.73,65110471.52,65110471.52,65110471.52,325552.36,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT1451,Bacardi,24-Apr-2024,24-Apr-2024,24-Apr-2024,Y,26-Apr-2024,CUST001451,John Price Finance Company,Broker,Debra Brooks Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Sell,90786,USD,302.54,27466273.43,27466273.43,27466273.43,137331.37,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1452,Bloomberg,31-Jul-2023,31-Jul-2023,31-Jul-2023,Y,02-Aug-2023,CUST001452,Hema Deo Brokers Ltd,Broker,Michelle Tran Pvt Ltd Company,Equity-NY,Equity,Cash Equity,Sell,61399,USD,349.29,21446515.16,21446515.16,21446515.16,107232.58,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1453,Bacardi,10-Jan-2025,10-Jan-2025,10-Jan-2025,Y,12-Jan-2025,CUST001453,Shivani Chad Banking Ltd,OTC,Dr Conor Wheeler Mutual Fund,Forex-HK,Equity,Cash Equity,Buy,796925,USD,96.76,77112052.85,77112052.85,77112052.85,771120.53,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT1454,Kondorplus,05-May-2025,05-May-2025,05-May-2025,Y,07-May-2025,CUST001454,Christopher Brown Brokers Ltd,CCP,Gagan Borra Pvt Ltd Company,Forex-HK,Equity,Cash Equity,Sell,468514,USD,208.09,97494261.73,97494261.73,97494261.73,974942.62,MTF,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1455,Bacardi,09-May-2024,09-May-2024,09-May-2024,Y,11-May-2024,CUST001455,Mr Martin Jackson Non-Banking Fin Co,Broker,Tracy Welch Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Buy,2533,USD,265.28,672193.26,672193.26,672193.26,3360.97,MTF,Stop,Amended,Y,Physical,Y,Y,BKUS,Diversify
EQT1456,Kondorplus,09-Dec-2024,09-Dec-2024,09-Dec-2024,Y,11-Dec-2024,CUST001456,Charles Hardin Mutual Fund,CCP,Quincy Chand Finance Company,Equity-LON,Equity,Cash Equity,Sell,37783,GBP,423.08,15985540.95,19981926.19,15985540.95,159855.41,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT1457,Bacardi,19-Mar-2024,19-Mar-2024,19-Mar-2024,Y,21-Mar-2024,CUST001457,Shivansh Bedi Banking Ltd,Broker,Lila Nagi Pub Ltd Company,Credit-NY,Equity,Cash Equity,Sell,143907,USD,410.99,59145103.56,59145103.56,59145103.56,295725.52,MTF,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1458,Bacardi,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2025,CUST001458,Louis Butler-Skinner Non-Banking Fin Co,Broker,Michael Hancock Pub Ltd Company,Forex-NY,Equity,Cash Equity,Buy,187636,AUD,354.67,66549220.06,43256993.04,66549220.06,665492.2,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1459,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Dec-2025,CUST001459,Craig Thomas Finance Company,OTC,Gerard Page Brokers Ltd,Equity-NY,Equity,Cash Equity,Sell,155999,GBP,45.32,7070642.26,8838302.83,7070642.26,35353.21,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1460,Bacardi,18-Dec-2024,18-Dec-2024,18-Dec-2024,Y,20-Dec-2024,CUST001460,Ekanta Kari Brokers Ltd,OTC,Megha Minhas Banking Ltd,Credit-LON,Equity,Cash Equity,Buy,301741,GBP,243.8,73564237.05,91955296.32,73564237.05,735642.37,OTC,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1461,Bacardi,03-Jan-2025,03-Jan-2025,03-Jan-2025,Y,05-Jan-2025,CUST001461,Shirley Smith Mutual Fund,Broker,David Smith Pub Ltd Company,FixedIncome-LON,Equity,Cash Equity,Buy,335212,CNY,256.07,85839320.61,12017504.89,85839320.61,858393.21,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT1462,Bloomberg,10-Oct-2023,10-Oct-2023,10-Oct-2023,Y,12-Oct-2023,CUST001462,Antonio Snyder Pub Ltd Company,OTC,Amy Campos Non-Banking Fin Co,FixedIncome-NY,Equity,Cash Equity,Sell,212713,USD,445.38,94738341.43,94738341.43,94738341.43,473691.71,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1463,Bacardi,05-Aug-2024,05-Aug-2024,05-Aug-2024,Y,07-Aug-2024,CUST001463,William Craig Brokers Ltd,OTC,Janaki Bhatti Brokers Ltd,Credit-NY,Equity,Cash Equity,Buy,34176608,CNY,11.49,392540354.09,54955649.57,392540354.09,3925403.54,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT1464,Kondorplus,01-Jul-2025,01-Jul-2025,01-Jul-2025,Y,03-Jul-2025,CUST001464,Varsha Prabhakar Non-Banking Fin Co,CCP,Dr. Erik Duarte Jr. Finance Company,FixedIncome-HK,Equity,Cash Equity,Buy,357236,USD,275.23,98322002.7,98322002.7,98322002.7,491610.01,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1465,Kondorplus,25-Sep-2023,25-Sep-2023,25-Sep-2023,Y,27-Sep-2023,CUST001465,Spencer Nguyen Brokers Ltd,Broker,Dr Dale Taylor Pvt Ltd Company,Forex-LON,Equity,Cash Equity,Buy,2720571,DKK,227.62,619264077.0,92889611.55,619264077.0,3096320.38,MTF,Stop,Amended,N,Physical,Y,Y,BKUS,Passive
EQT1466,Bacardi,13-Oct-2025,13-Oct-2025,13-Oct-2025,Y,15-Oct-2025,CUST001466,Oni Bakshi Pvt Ltd Company,CCP,Edhitha Raj Finance Company,Forex-LON,Equity,Cash Equity,Buy,122750,USD,267.65,32854245.74,32854245.74,32854245.74,164271.23,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1467,Bacardi,06-Mar-2024,06-Mar-2024,06-Mar-2024,Y,08-Mar-2024,CUST001467,Mr Keith Wright Banking Ltd,Broker,Gillian Green Non-Banking Fin Co,Forex-NY,Equity,Cash Equity,Buy,41709,USD,333.42,13907043.13,13907043.13,13907043.13,69535.22,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT1468,Bacardi,23-May-2024,23-May-2024,23-May-2024,Y,25-May-2024,CUST001468,Rachael Gilbert Banking Ltd,Broker,Tyler Dunn Brokers Ltd,FixedIncome-LON,Equity,Cash Equity,Sell,11651,USD,491.31,5724434.77,5724434.77,5724434.77,57244.35,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1469,Kondorplus,18-Mar-2024,18-Mar-2024,18-Mar-2024,Y,20-Mar-2024,CUST001469,Frederick Williams-May Banking Ltd,CCP,Vinaya Bhasin Brokers Ltd,Credit-LON,Equity,Cash Equity,Buy,198820,EUR,161.26,32061031.29,35267134.42,32061031.29,320610.31,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1470,Kondorplus,15-Jun-2023,15-Jun-2023,15-Jun-2023,Y,17-Jun-2023,CUST001470,Shane Jenkins-Dale Mutual Fund,Broker,Tarak Saha Pub Ltd Company,FixedIncome-NY,Equity,Cash Equity,Buy,233237,USD,258.7,60338925.55,60338925.55,60338925.55,301694.63,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1471,Kondorplus,23-Sep-2024,23-Sep-2024,23-Sep-2024,Y,25-Sep-2024,CUST001471,Gina Collins Finance Company,Broker,Lisa George Brokers Ltd,Credit-LON,Equity,Cash Equity,Buy,125331,USD,290.09,36357555.4,36357555.4,36357555.4,363575.55,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1472,Bacardi,02-Dec-2024,02-Dec-2024,02-Dec-2024,Y,04-Dec-2024,CUST001472,Bethany Cunningham Non-Banking Fin Co,CCP,Alan Wood Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Sell,75747,USD,326.11,24702320.59,24702320.59,24702320.59,123511.6,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1473,Kondorplus,06-Nov-2024,06-Nov-2024,06-Nov-2024,Y,08-Nov-2024,CUST001473,Stephanie Schultz Brokers Ltd,OTC,Karen Ramirez Pvt Ltd Company,FixedIncome-HK,Equity,Cash Equity,Sell,3331563,CAD,20.09,66939587.68,48865899.0,66939587.68,334697.94,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1474,Bloomberg,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2025,CUST001474,Tracie Harrington Mutual Fund,CCP,Geoffrey Walters Non-Banking Fin Co,Forex-HK,Equity,Cash Equity,Sell,368737,USD,259.2,95575542.2,95575542.2,95575542.2,477877.71,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT1475,Kondorplus,27-Dec-2024,27-Dec-2024,27-Dec-2024,Y,29-Dec-2024,CUST001475,Damian Ball Finance Company,OTC,Mrs Lorraine Banks Pub Ltd Company,Forex-NY,Equity,Cash Equity,Buy,27295,USD,368.11,10047508.23,10047508.23,10047508.23,100475.08,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1476,Bacardi,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2025,CUST001476,Lance Macdonald DVM Pvt Ltd Company,CCP,Jerry Waters Brokers Ltd,Credit-HK,Equity,Cash Equity,Sell,75046,USD,363.57,27285094.35,27285094.35,27285094.35,272850.94,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1477,Bloomberg,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2025,CUST001477,Mr Frank Smith Pub Ltd Company,OTC,Erin Summers Mutual Fund,Forex-LON,Equity,Cash Equity,Sell,40975,USD,372.68,15270574.07,15270574.07,15270574.07,76352.87,OTC,Stop,New,Y,Physical,N,Y,BKUS,Diversify
EQT1478,Bloomberg,14-Oct-2024,14-Oct-2024,14-Oct-2024,Y,16-Oct-2024,CUST001478,Miss Kimberly Holloway Banking Ltd,CCP,Jai Merchant Finance Company,Credit-NY,Equity,Cash Equity,Sell,2407306,VEF,259.81,625451138.5,50036091.08,625451138.5,6254511.39,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1479,Bloomberg,17-Jan-2025,17-Jan-2025,17-Jan-2025,Y,19-Jan-2025,CUST001479,Yuvraj Puri Non-Banking Fin Co,OTC,Robert Smith Finance Company,Forex-NY,Equity,Cash Equity,Buy,329439,USD,130.56,43012313.76,43012313.76,43012313.76,430123.14,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT1480,Bacardi,16-Aug-2024,16-Aug-2024,16-Aug-2024,Y,18-Aug-2024,CUST001480,Aryan Balakrishnan Banking Ltd,Broker,Pamela Miller Non-Banking Fin Co,Equity-NY,Equity,Cash Equity,Buy,158404,GBP,374.68,59350783.82,74188479.77,59350783.82,296753.92,MTF,Limit,Amended,Y,Physical,Y,Y,BKUS,Diversify
EQT1481,Bacardi,09-Aug-2023,09-Aug-2023,09-Aug-2023,Y,11-Aug-2023,CUST001481,Naksh Sawhney Mutual Fund,CCP,Hritik Mahal Pub Ltd Company,Equity-LON,Equity,Cash Equity,Sell,966208,USD,88.78,85782913.8,85782913.8,85782913.8,857829.14,Exchange,Market,New,Y,Physical,N,Y,BKUS,Diversify
EQT1482,Kondorplus,27-Nov-2025,27-Nov-2025,27-Nov-2025,N,29-Nov-2025,CUST001482,Kevin Morris Brokers Ltd,OTC,Anthony Nguyen Pvt Ltd Company,Equity-HK,Equity,Cash Equity,Sell,98976,USD,399.22,39513315.57,39513315.57,39513315.57,395133.16,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1483,Bacardi,23-Jan-2025,23-Jan-2025,23-Jan-2025,Y,25-Jan-2025,CUST001483,Atharv Saraf Banking Ltd,Broker,Jennifer Nguyen Pub Ltd Company,Equity-NY,Equity,Cash Equity,Sell,576315,USD,135.43,78049874.52,78049874.52,78049874.52,780498.75,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1484,Bacardi,01-May-2023,01-May-2023,01-May-2023,Y,03-May-2023,CUST001484,Glen Thomas Banking Ltd,Broker,Miranda Reeves Mutual Fund,Credit-NY,Equity,Cash Equity,Sell,150807,USD,328.36,49518718.18,49518718.18,49518718.18,495187.18,MTF,Market,New,N,Physical,Y,Y,BKUS,Rebalance
EQT1485,Bacardi,10-Feb-2023,10-Feb-2023,10-Feb-2023,Y,12-Feb-2023,CUST001485,Brian Martin Mutual Fund,OTC,George Parsa Pvt Ltd Company,Forex-NY,Equity,Cash Equity,Sell,92856068,JPY,136.99,12720735808.36,86501003.5,12720735808.36,63603679.04,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1486,Bloomberg,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Nov-2025,CUST001486,Mr Louis Matthews Non-Banking Fin Co,CCP,Omaja Randhawa Brokers Ltd,Forex-HK,Equity,Cash Equity,Sell,238435,USD,229.99,54838385.74,54838385.74,54838385.74,274191.93,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT1487,Bacardi,31-Oct-2023,31-Oct-2023,31-Oct-2023,Y,02-Nov-2023,CUST001487,Rosemary Walsh Pvt Ltd Company,OTC,Sheila Perez Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Buy,455785,USD,93.84,42771953.94,42771953.94,42771953.94,427719.54,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT1488,Bacardi,10-Nov-2023,10-Nov-2023,10-Nov-2023,Y,12-Nov-2023,CUST001488,Varenya Basak Brokers Ltd,Broker,Theodore Kaul Banking Ltd,Forex-NY,Equity,Cash Equity,Sell,5216286,INR,489.11,2551318317.88,30615819.81,2551318317.88,12756591.59,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1489,Bloomberg,08-Jan-2025,08-Jan-2025,08-Jan-2025,Y,10-Jan-2025,CUST001489,James Walters Banking Ltd,Broker,Mrs Kathryn Miller Non-Banking Fin Co,Credit-LON,Equity,Cash Equity,Sell,395643,EUR,208.85,82630775.33,90893852.86,82630775.33,413153.88,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1490,Kondorplus,03-Dec-2025,03-Dec-2025,03-Dec-2025,N,05-Dec-2025,CUST001490,Ryan Banik Non-Banking Fin Co,Broker,Victor Swamy Mutual Fund,FixedIncome-NY,Equity,Cash Equity,Sell,870330,USD,79.68,69346419.32,69346419.32,69346419.32,693464.19,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1491,Kondorplus,20-Dec-2023,20-Dec-2023,20-Dec-2023,Y,22-Dec-2023,CUST001491,Isabel Roach Non-Banking Fin Co,OTC,Mekhala Kala Pvt Ltd Company,Forex-NY,Equity,Cash Equity,Buy,3353700,AUD,45.7,153260027.68,99619017.99,153260027.68,1532600.28,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1492,Bloomberg,31-Oct-2024,31-Oct-2024,31-Oct-2024,Y,02-Nov-2024,CUST001492,Kavya Vaidya Finance Company,Broker,Ruben Webster Non-Banking Fin Co,Credit-NY,Equity,Cash Equity,Sell,408668,USD,188.39,76989134.71,76989134.71,76989134.71,384945.67,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1493,Kondorplus,24-Jan-2024,24-Jan-2024,24-Jan-2024,Y,26-Jan-2024,CUST001493,Matthew Hayes Pvt Ltd Company,Broker,Walter Powers Brokers Ltd,Equity-LON,Equity,Cash Equity,Buy,365867,USD,245.01,89641031.96,89641031.96,89641031.96,448205.16,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1494,Bacardi,05-Feb-2025,05-Feb-2025,05-Feb-2025,Y,07-Feb-2025,CUST001494,Lila Chhabra Non-Banking Fin Co,CCP,Ryan Misra Pvt Ltd Company,FixedIncome-LON,Equity,Cash Equity,Buy,476404,USD,123.45,58811204.9,58811204.9,58811204.9,294056.02,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT1495,Kondorplus,13-Oct-2023,13-Oct-2023,13-Oct-2023,Y,15-Oct-2023,CUST001495,Jalsa Sheth Finance Company,Broker,Josephine Johnson Mutual Fund,Credit-LON,Equity,Cash Equity,Buy,684131,USD,134.39,91940513.41,91940513.41,91940513.41,459702.57,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1496,Kondorplus,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2025,CUST001496,Denise Brown Pub Ltd Company,OTC,Mr Mohammed Martin Brokers Ltd,Forex-HK,Equity,Cash Equity,Buy,12985,USD,429.17,5573111.47,5573111.47,5573111.47,27865.56,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT1497,Kondorplus,26-Mar-2025,26-Mar-2025,26-Mar-2025,Y,28-Mar-2025,CUST001497,Miss Carmen Vasquez Pub Ltd Company,OTC,Yuvraj Brahmbhatt Finance Company,Forex-LON,Equity,Cash Equity,Sell,117068,AUD,252.51,29560739.63,19214480.76,29560739.63,295607.4,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT1498,Kondorplus,11-Oct-2024,11-Oct-2024,11-Oct-2024,Y,13-Oct-2024,CUST001498,Advay Mahal Mutual Fund,CCP,Kathleen Williams Mutual Fund,FixedIncome-LON,Equity,Cash Equity,Buy,177005,USD,458.15,81094240.98,81094240.98,81094240.98,405471.2,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1499,Bacardi,14-Nov-2023,14-Nov-2023,14-Nov-2023,Y,16-Nov-2023,CUST001499,Tanveer Halder Finance Company,CCP,Natalie Watson Banking Ltd,FixedIncome-LON,Equity,Cash Equity,Buy,11025896,EGP,284.06,3132054264.14,65773139.55,3132054264.14,31320542.64,Exchange,Stop,New,Y,Physical,N,Y,BKUS,Diversify
EQT1500,Kondorplus,25-Apr-2025,25-Apr-2025,25-Apr-2025,Y,27-Apr-2025,CUST001500,Christine Sutton-Atkins Finance Company,Broker,Timothy Clay Finance Company,Credit-HK,Equity,Cash Equity,Sell,5166922,CNY,125.64,649184671.3,90885853.98,649184671.3,3245923.36,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1501,Kondorplus,25-Mar-2024,25-Mar-2024,25-Mar-2024,Y,27-Mar-2024,CUST001501,Melanie Johnson Brokers Ltd,Broker,Owen Atwal Pvt Ltd Company,FixedIncome-LON,Equity,Cash Equity,Buy,885798,AUD,171.78,152164966.25,98907228.06,152164966.25,1521649.66,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1502,Bloomberg,03-Sep-2025,03-Sep-2025,03-Sep-2025,Y,05-Sep-2025,CUST001502,Melissa Nelson Pub Ltd Company,Broker,Justin Brown Finance Company,Forex-NY,Equity,Cash Equity,Buy,259283,USD,215.5,55875222.19,55875222.19,55875222.19,558752.22,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1503,Bacardi,16-Jun-2023,16-Jun-2023,16-Jun-2023,Y,18-Jun-2023,CUST001503,Ayushman Barad Banking Ltd,CCP,Robin Burke Brokers Ltd,Equity-LON,Equity,Cash Equity,Sell,553735,USD,109.56,60669429.33,60669429.33,60669429.33,606694.29,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1504,Bloomberg,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2025,CUST001504,Dev Mand Pub Ltd Company,OTC,Varenya Jain Brokers Ltd,Forex-HK,Equity,Cash Equity,Buy,427009,USD,148.96,63608908.4,63608908.4,63608908.4,318044.54,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT1505,Bacardi,18-Oct-2024,18-Oct-2024,18-Oct-2024,Y,20-Oct-2024,CUST001505,Cynthia West Pvt Ltd Company,Broker,Chaitanya Saran Banking Ltd,FixedIncome-LON,Equity,Cash Equity,Sell,252297,USD,314.72,79403943.7,79403943.7,79403943.7,397019.72,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1506,Bacardi,08-Apr-2024,08-Apr-2024,08-Apr-2024,Y,10-Apr-2024,CUST001506,Natalie Mitchell Non-Banking Fin Co,CCP,Jacob Hoover Banking Ltd,FixedIncome-LON,Equity,Cash Equity,Sell,393778,USD,175.28,69019719.4,69019719.4,69019719.4,690197.19,Exchange,Stop,New,Y,Physical,N,Y,BKUS,Passive
EQT1507,Bloomberg,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2025,CUST001507,Martyn Henderson-Potter Finance Company,CCP,Kyle Rowley Pvt Ltd Company,FixedIncome-NY,Equity,Cash Equity,Buy,40568315,JPY,324.23,13153552586.3,89444157.59,13153552586.3,131535525.86,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1508,Bloomberg,17-Feb-2023,17-Feb-2023,17-Feb-2023,Y,19-Feb-2023,CUST001508,Dr Liam Bradley Pub Ltd Company,CCP,Kathleen Daniels Pvt Ltd Company,FixedIncome-LON,Equity,Cash Equity,Sell,689915,USD,26.53,18300323.47,18300323.47,18300323.47,183003.23,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1509,Kondorplus,08-Mar-2024,08-Mar-2024,08-Mar-2024,Y,10-Mar-2024,CUST001509,Gaurangi Parmer Finance Company,CCP,Joanne Ryan Brokers Ltd,FixedIncome-NY,Equity,Cash Equity,Sell,80530,EUR,130.16,10481974.76,11530172.23,10481974.76,104819.75,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1510,Bloomberg,07-Aug-2025,07-Aug-2025,07-Aug-2025,Y,09-Aug-2025,CUST001510,Harita Zachariah Pvt Ltd Company,CCP,Natasha Rosales Banking Ltd,Equity-NY,Equity,Cash Equity,Sell,50993,USD,228.14,11633697.19,11633697.19,11633697.19,116336.97,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT1511,Bloomberg,21-Nov-2023,21-Nov-2023,21-Nov-2023,Y,23-Nov-2023,CUST001511,Jennifer Colon Non-Banking Fin Co,CCP,Wanda Stephens Finance Company,FixedIncome-NY,Equity,Cash Equity,Sell,123342,USD,234.49,28923229.61,28923229.61,28923229.61,289232.3,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1512,Kondorplus,22-Oct-2025,22-Oct-2025,22-Oct-2025,Y,24-Oct-2025,CUST001512,Brett Hewitt Banking Ltd,CCP,Melinda French Finance Company,Forex-NY,Equity,Cash Equity,Buy,227783,USD,428.75,97662588.24,97662588.24,97662588.24,488312.94,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT1513,Bacardi,25-Jul-2023,25-Jul-2023,25-Jul-2023,Y,27-Jul-2023,CUST001513,Rebecca Kelley Non-Banking Fin Co,OTC,Matthew Long Non-Banking Fin Co,Forex-LON,Equity,Cash Equity,Sell,399759,USD,190.83,76285112.91,76285112.91,76285112.91,762851.13,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT1514,Bacardi,10-Sep-2024,10-Sep-2024,10-Sep-2024,Y,12-Sep-2024,CUST001514,Courtney Schneider MD Pvt Ltd Company,Broker,Nicole Moran Pub Ltd Company,Credit-NY,Equity,Cash Equity,Sell,725528,SGD,56.13,40726589.44,31766739.76,40726589.44,407265.89,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT1515,Kondorplus,13-Mar-2024,13-Mar-2024,13-Mar-2024,Y,15-Mar-2024,CUST001515,Steven Chadwick Finance Company,CCP,Carl Smith-Stevenson Brokers Ltd,FixedIncome-HK,Equity,Cash Equity,Sell,2331096,USD,26.37,61465459.36,61465459.36,61465459.36,614654.59,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1516,Kondorplus,19-Mar-2025,19-Mar-2025,19-Mar-2025,Y,21-Mar-2025,CUST001516,Allison Johnson Brokers Ltd,Broker,Kelly Skinner Mutual Fund,FixedIncome-HK,Equity,Cash Equity,Sell,81196,USD,387.4,31455075.9,31455075.9,31455075.9,314550.76,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT1517,Bacardi,31-Dec-2024,31-Dec-2024,31-Dec-2024,Y,02-Jan-2025,CUST001517,Jennifer Howard Brokers Ltd,CCP,Michael Evans Finance Company,Forex-HK,Equity,Cash Equity,Sell,162977,USD,114.84,18716114.47,18716114.47,18716114.47,93580.57,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1518,Kondorplus,24-Jun-2024,24-Jun-2024,24-Jun-2024,Y,26-Jun-2024,CUST001518,Tamara Reid Finance Company,OTC,Michael Davies Pub Ltd Company,Equity-LON,Equity,Cash Equity,Sell,10985,USD,452.19,4967344.53,4967344.53,4967344.53,24836.72,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1519,Bloomberg,10-Jun-2024,10-Jun-2024,10-Jun-2024,Y,12-Jun-2024,CUST001519,David Wells Pvt Ltd Company,Broker,Guneet Sami Pub Ltd Company,Credit-NY,Equity,Cash Equity,Sell,111337,USD,456.38,50812720.35,50812720.35,50812720.35,508127.2,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT1520,Bloomberg,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Nov-2025,CUST001520,Katherine Johnson Pub Ltd Company,OTC,John Bullock Banking Ltd,Credit-HK,Equity,Cash Equity,Sell,289224,USD,143.43,41484311.55,41484311.55,41484311.55,414843.12,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT1521,Kondorplus,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2025,CUST001521,Michelle Nielsen Brokers Ltd,OTC,Paul Allen Finance Company,Equity-NY,Equity,Cash Equity,Sell,46717,USD,330.81,15454386.6,15454386.6,15454386.6,154543.87,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT1522,Kondorplus,14-Apr-2025,14-Apr-2025,14-Apr-2025,Y,16-Apr-2025,CUST001522,Tarak Roy Banking Ltd,CCP,Michael Watkins Pub Ltd Company,FixedIncome-HK,Equity,Cash Equity,Buy,326335,USD,134.61,43928350.51,43928350.51,43928350.51,219641.75,Exchange,Market,Amended,Y,Physical,Y,Y,BKUS,Active
EQT1523,Bacardi,18-Feb-2025,18-Feb-2025,18-Feb-2025,Y,20-Feb-2025,CUST001523,Christopher Hill Mutual Fund,CCP,Rebecca Nichols Banking Ltd,Equity-LON,Equity,Cash Equity,Sell,213354,USD,440.66,94015878.16,94015878.16,94015878.16,470079.39,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
