Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Settlement_type,Buy_sell,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Index_name,Index_cur_level,Contract_size,Number_of_contracts,Contract_amount,Option_type,Strike_price,Premium,Expiry_date,Style,Initial Margin,Settlement_stp,Fees_commission,Stock_name,Stock_cur_price,Contract_code,Index_fut_level,Maturity_date_fut,Stock_fut_price,Notional,Floating_cur_int_rate,Near_leg_date,Far_leg_date,Floating_fut_int_rate,Swap_points
EQD0719,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,N,03-Dec-2027,CUST000719,Jamie Kemp Brokers Ltd,Broker,Hannah Turner Banking Ltd,Credit-HK,Derivatives,EqFutures,Cash,Sell,OTC,New,Y,N,BKUS,Diversify,,,250.0,209.0,9030367.5,,,,,,358837.1,Y,45151.84,Palantir Technologies Inc (PLTR),172.83,EQDF0719,,01-Dec-2027,167.2426715827683,,,,,,
EQD0720,Bacardi,21-Oct-2024,21-Oct-2024,21-Oct-2024,Y,23-Oct-2026,CUST000720,Bhavika Kadakia Brokers Ltd,OTC,Renee Allen Pvt Ltd Company,FixedIncome-LON,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Active,Dow Jones Transportation Average ,22500.0,150.0,238.0,803250000.0,Put,19729.365,18873027.93,21-Oct-2026,American,16555318.08,Y,4016250.0,,,,,,,,,,,,
EQD0721,Summit,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Feb-2026,CUST000721,Jonathan Beasley Brokers Ltd,Broker,Amber Smith Finance Company,FixedIncome-NY,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Active,Nasdaq Composite,23414.0,50.0,180.0,210726000.0,Put,27525.0732,6804781.75,03-Feb-2026,American,5378643.91,Y,2107260.0,,,,,,,,,,,,
EQD0722,Sophis,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2026,CUST000722,Rachana Murthy Pub Ltd Company,OTC,Aaron Davis Brokers Ltd,FixedIncome-LON,Derivatives,IndOptions,Cash,Sell,OTC,New,N,N,BKUS,Diversify,S&P 500 ,6815.0,200.0,214.0,291682000.0,Put,6671.3868,4361805.99,04-Dec-2026,American,8708876.1,Y,1458410.0,,,,,,,,,,,,
EQD0723,FrontArena,12-Sep-2024,12-Sep-2024,12-Sep-2024,Y,14-Mar-2025,CUST000723,Valerie Hurley Pub Ltd Company,Broker,Jesse Bailey Brokers Ltd,Equity-NY,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,Y,BKUS,Active,Russell 3000 ,7500.0,200.0,186.0,279000000.0,Call,6461.3639,10237496.16,12-Mar-2025,American,11809303.21,Y,1395000.0,,,,,,,,,,,,
EQD0724,FrontArena,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Dec-2025,CUST000724,Michaela Williams Finance Company,Broker,Daniel Nolan Mutual Fund,Forex-LON,Derivatives,IndOptions,Cash,Sell,Exchange,New,Y,N,BKUS,Diversify,Nasdaq-100 ,25556.0,100.0,208.0,531564800.0,Call,21337.7999,23665380.88,26-Dec-2025,American,10919656.84,Y,5315648.0,,,,,,,,,,,,
EQD0725,Bacardi,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-May-2026,CUST000725,Anthony Randolph Pub Ltd Company,OTC,Sean Bailey Brokers Ltd,Equity-NY,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Active,Russell 3000 ,7500.0,150.0,166.0,186750000.0,Call,6393.8072,3763894.76,19-May-2026,American,6048231.47,Y,933750.0,,,,,,,,,,,,
EQD0726,Bacardi,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Dec-2026,CUST000726,Pavani Goswami Finance Company,CCP,Miss Maureen Winter Pvt Ltd Company,Equity-HK,Derivatives,EqOptions,Cash,Buy,MTF,New,Y,N,BKUS,Active,,,150.0,219.0,7597876.499999999,Call,189.3082,147420.92,03-Dec-2026,European,269143.74,N,37989.38,"Amazon.com, Inc. (AMZN)",231.29,,,,,,,,,,
EQD0727,Sophis,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2027,CUST000727,Joseph Harrison Banking Ltd,OTC,Vincent Bhagat Mutual Fund,FixedIncome-LON,Derivatives,IndOptions,Physical,Sell,OTC,New,Y,N,BKUS,Active,Dow Jones Transportation Average ,22500.0,100.0,228.0,513000000.0,Call,20596.7953,8528190.65,05-Dec-2027,European,22082159.91,Y,2565000.0,,,,,,,,,,,,
EQD0728,Sophis,15-Aug-2023,15-Aug-2023,15-Aug-2023,Y,17-Aug-2026,CUST000728,Amy Burton Pub Ltd Company,CCP,Donna Nolan Brokers Ltd,Equity-NY,Derivatives,EqSwaps,Cash,Sell,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,,,,,Y,3651080.52,"Meta Platforms, Inc. (META)",643.75,,,,665.4863471163037,730216104.14,5.5,15-Aug-2023,15-Aug-2026,5.0127,-0.4873
EQD0729,FusionCap,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Jun-2026,CUST000729,Kenneth Woods Pub Ltd Company,OTC,Brooke Fletcher Pvt Ltd Company,Credit-NY,Derivatives,EqFutures,Physical,Sell,OTC,New,Y,N,BKUS,Rebalance,,,10.0,277.0,916592.9999999999,,,,,,18600.86,Y,4582.96,Visa Inc (V),330.9,EQDF0729,,05-Jun-2026,336.27587106099315,,,,,,
EQD0730,Bacardi,12-Sep-2023,12-Sep-2023,12-Sep-2023,Y,14-Sep-2024,CUST000730,Sandra Pierce Brokers Ltd,OTC,Stacy Cameron Mutual Fund,FixedIncome-HK,Derivatives,IndOptions,Physical,Sell,OTC,Amended,Y,Y,BKUS,Passive,S&P 100 ,3434.0,100.0,263.0,90314200.0,Put,3477.3566,3569771.53,12-Sep-2024,American,2573316.38,Y,903142.0,,,,,,,,,,,,
EQD0731,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Feb-2026,CUST000731,Christina Rivera Non-Banking Fin Co,Broker,Brianna Barnes MD Brokers Ltd,Credit-NY,Derivatives,IndOptions,Physical,Sell,OTC,New,Y,N,BKUS,Rebalance,Nasdaq-100 ,25556.0,150.0,106.0,406340400.0,Call,25541.331,10865779.88,25-Feb-2026,American,10192899.83,Y,2031702.0,,,,,,,,,,,,
EQD0732,Summit,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,08-Dec-2025,CUST000732,Ranveer Dugar Pvt Ltd Company,OTC,Kashvi Barman Brokers Ltd,Forex-NY,Derivatives,IndFutures,Cash,Buy,Exchange,New,Y,N,BKUS,Rebalance,Russell 2000 ,3100.0,250.0,257.0,199175000.0,,,,,,6934440.07,Y,1991750.0,,,INDF0732,2712.400071751134,06-Dec-2025,,,,,,,
EQD0733,FrontArena,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Dec-2025,CUST000733,Dawn Thomas Banking Ltd,CCP,Thomas Harris Pvt Ltd Company,Forex-HK,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Diversify,FTSE All-World,662.0,100.0,217.0,14365400.0,Call,580.1001,670250.81,25-Dec-2025,European,498400.26,Y,71827.0,,,,,,,,,,,,
EQD0734,Sophis,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,20-Nov-2028,CUST000734,Allison Rodriguez Pub Ltd Company,Broker,Lindsay Burke Pvt Ltd Company,FixedIncome-HK,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Diversify,Russell 1000,6000.0,100.0,218.0,130800000.0,Put,7092.2303,4877335.69,18-Nov-2028,European,4941624.55,Y,1308000.0,,,,,,,,,,,,
EQD0735,Sophis,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Feb-2026,CUST000735,Amanda Brown Banking Ltd,OTC,Michael Huff Pub Ltd Company,FixedIncome-HK,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Diversify,FTSE All-World,662.0,10.0,137.0,906940.0,Call,751.674,34499.14,26-Feb-2026,European,32046.03,Y,4534.7,,,,,,,,,,,,
EQD0736,Summit,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Nov-2026,CUST000736,James Foster Finance Company,Broker,Marilyn Duffy Non-Banking Fin Co,FixedIncome-NY,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Passive,Russell 3000 ,7500.0,150.0,269.0,302625000.0,Put,7572.3467,6857379.41,14-Nov-2026,American,12379150.32,Y,1513125.0,,,,,,,,,,,,
EQD0737,FrontArena,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Feb-2026,CUST000737,Raagini Agarwal Pub Ltd Company,CCP,Brian Davis Mutual Fund,Equity-LON,Derivatives,IndFutures,Cash,Sell,OTC,New,Y,N,BKUS,Diversify,S&P 1500,6500.0,10.0,292.0,18980000.0,,,,,,584757.57,Y,94900.0,,,INDF0737,5888.836684432766,20-Feb-2026,,,,,,,
EQD0738,FrontArena,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2027,CUST000738,Diya Mahajan Mutual Fund,Broker,Mathew Woodard Banking Ltd,Equity-HK,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Rebalance,FTSE All-World,662.0,200.0,240.0,31776000.0,Put,727.6831,956783.33,27-Nov-2027,American,669967.57,Y,158880.0,,,,,,,,,,,,
EQD0739,FusionCap,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,09-May-2026,CUST000739,Faqid Chandran Banking Ltd,CCP,Christopher Scott-Bell Banking Ltd,FixedIncome-HK,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Rebalance,S&P 500 ,6815.0,100.0,194.0,132211000.0,Put,5486.5465,5048155.28,07-May-2026,European,3988462.31,Y,1322110.0,,,,,,,,,,,,
EQD0740,FusionCap,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2027,CUST000740,Alicia Lee Finance Company,Broker,Fiyaz Pradhan Pvt Ltd Company,Forex-HK,Derivatives,IndOptions,Cash,Sell,Exchange,New,Y,N,BKUS,Passive,FTSE All-World,662.0,100.0,281.0,18602200.0,Put,792.7428,314512.89,17-Nov-2027,American,629181.98,Y,186022.0,,,,,,,,,,,,
EQD0741,Sophis,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Dec-2025,CUST000741,Pushti Manda Brokers Ltd,Broker,Mindy Marquez Mutual Fund,Equity-HK,Derivatives,EqOptions,Physical,Sell,Exchange,New,N,N,BKUS,Diversify,,,200.0,146.0,5955632.0,Put,237.6196,227548.98,11-Dec-2025,European,270352.04,Y,29778.16,The Boeing Co (BA),203.96,,,,,,,,,,
EQD0742,Bacardi,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,09-May-2026,CUST000742,Jordan Nichols Mutual Fund,Broker,Darrell Hampton Banking Ltd,Equity-NY,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Passive,MSCI World,20850.0,50.0,262.0,273135000.0,Put,22874.9063,7501894.99,07-May-2026,European,6896145.92,Y,2731350.0,,,,,,,,,,,,
EQD0743,Sophis,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,09-Nov-2026,CUST000743,Ms Rebecca Phillips Brokers Ltd,OTC,Garry Payne Mutual Fund,Credit-HK,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Active,S&P 1500,6500.0,100.0,226.0,146900000.0,Put,7750.2931,7224198.78,07-Nov-2026,American,3738860.95,Y,734500.0,,,,,,,,,,,,
EQD0744,FusionCap,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Jun-2026,CUST000744,Leena Gour Brokers Ltd,OTC,Alexandra Dickinson Finance Company,FixedIncome-HK,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Passive,Russell 1000,6000.0,100.0,194.0,116400000.0,Put,5076.5469,3909167.34,01-Jun-2026,European,3545692.06,Y,1164000.0,,,,,,,,,,,,
EQD0745,Bacardi,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,08-Nov-2027,CUST000745,Christina Fleming Non-Banking Fin Co,OTC,Girish Banik Non-Banking Fin Co,Forex-LON,Derivatives,IndOptions,Cash,Sell,MTF,New,N,N,BKUS,Active,S&P Global 1200,8500.0,200.0,276.0,469200000.0,Call,8475.0968,21981115.35,06-Nov-2027,European,18156537.46,Y,4692000.0,,,,,,,,,,,,
EQD0746,FrontArena,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2028,CUST000746,Kimberly Carroll Banking Ltd,Broker,Kimberly Baker Finance Company,FixedIncome-HK,Derivatives,IndOptions,Cash,Sell,Exchange,New,N,N,BKUS,Rebalance,Cboe Volatility Index (VIX) ,16.6,100.0,265.0,439900.0,Call,17.6011,17228.44,27-Nov-2028,American,14296.85,Y,4399.0,,,,,,,,,,,,
EQD0747,FusionCap,01-Dec-2025,01-Dec-2025,01-Dec-2025,N,03-Jun-2026,CUST000747,Douglas Alexander Pub Ltd Company,CCP,Mrs. Helen Mullins Pvt Ltd Company,FixedIncome-NY,Derivatives,EqOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Passive,,,100.0,114.0,1970262.0000000002,Call,184.3718,59562.86,01-Jun-2026,American,92446.45,Y,19702.62,Palantir Technologies Inc (PLTR),172.83,,,,,,,,,,
EQD0748,FusionCap,30-Mar-2023,30-Mar-2023,30-Mar-2023,Y,02-Jul-2023,CUST000748,Michelle Vasquez Finance Company,OTC,Melissa Morrison Banking Ltd,Forex-LON,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,Y,BKUS,Diversify,S&P SmallCap 600,1900.0,100.0,140.0,26600000.0,Call,1750.462,551139.64,30-Jun-2023,European,808474.9,Y,266000.0,,,,,,,,,,,,
EQD0749,FusionCap,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Feb-2026,CUST000749,Rebekah Hicks Brokers Ltd,CCP,Michael Moore Mutual Fund,FixedIncome-LON,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Diversify,Nasdaq-100 ,25556.0,100.0,264.0,674678400.0,Put,30416.1443,28609940.06,25-Feb-2026,American,27100185.38,Y,6746784.0,,,,,,,,,,,,
EQD0750,FusionCap,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,01-Mar-2026,CUST000750,Vidhi Badal Pvt Ltd Company,CCP,Fiyaz Sarraf Pub Ltd Company,Equity-NY,Derivatives,IndOptions,Physical,Buy,MTF,New,N,N,BKUS,Passive,Russell 2000 ,3100.0,150.0,217.0,100905000.0,Call,2951.2462,1379791.31,27-Feb-2026,American,3287373.9,Y,504525.0,,,,,,,,,,,,
EQD0751,Bacardi,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Dec-2025,CUST000751,Aaron Sellers Mutual Fund,CCP,Dhruv Seshadri Pub Ltd Company,Forex-NY,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,N,BKUS,Passive,S&P SmallCap 600,1900.0,50.0,247.0,23465000.0,Put,2180.3985,1001741.86,24-Dec-2025,European,881946.17,Y,117325.0,,,,,,,,,,,,
EQD0752,Summit,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2026,CUST000752,Vincent Thomas Non-Banking Fin Co,CCP,Jeffrey Cox Pub Ltd Company,Credit-LON,Derivatives,EqFutures,Physical,Sell,Exchange,New,Y,N,BKUS,Active,,,50.0,290.0,2638420.0,,,,,,109027.61,N,26384.2,MicroStrategy Inc Class A (MSTR),181.96,EQDF0752,,02-Dec-2026,205.46622664429108,,,,,,
EQD0753,FrontArena,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2027,CUST000753,Amanda Estes Banking Ltd,Broker,Shawn Fischer Banking Ltd,Forex-LON,Derivatives,EqFutures,Cash,Sell,OTC,New,Y,N,BKUS,Active,,,50.0,266.0,8561875.0,,,,,,367721.87,Y,85618.75,"Meta Platforms, Inc. (META)",643.75,EQDF0753,,04-Dec-2027,553.3938863568296,,,,,,
EQD0754,FrontArena,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Mar-2026,CUST000754,Mohammed Parkin Banking Ltd,OTC,Stephen Patrick Banking Ltd,Credit-NY,Derivatives,IndFutures,Physical,Buy,MTF,New,Y,N,BKUS,Active,MSCI World,20850.0,150.0,136.0,425340000.0,,,,,,19378929.17,N,2126700.0,,,INDF0754,19113.53094993126,03-Mar-2026,,,,,,,
EQD0755,FrontArena,19-Apr-2024,19-Apr-2024,19-Apr-2024,Y,21-Jul-2024,CUST000755,Upasna Brar Pvt Ltd Company,OTC,Pallavi Kadakia Banking Ltd,Credit-HK,Derivatives,EqOptions,Physical,Buy,MTF,New,Y,N,BKUS,Rebalance,,,100.0,201.0,4064822.9999999995,Call,194.8847,146721.12,19-Jul-2024,European,169116.09,Y,20324.11,Oracle Corp (ORCL),202.23,,,,,,,,,,
EQD0756,FrontArena,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2026,CUST000756,Ashley Parker Pub Ltd Company,CCP,Laksh Soman Pub Ltd Company,Credit-LON,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Passive,S&P MidCap 400,3500.0,250.0,137.0,119875000.0,Put,3118.8417,3789604.38,19-Nov-2026,American,5012466.06,Y,599375.0,,,,,,,,,,,,
EQD0757,Sophis,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2028,CUST000757,Cameron Mills Brokers Ltd,CCP,Zehaan Karpe Banking Ltd,Credit-HK,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Rebalance,Cboe Volatility Index (VIX) ,16.6,150.0,147.0,366030.00000000006,Put,16.1796,13606.05,26-Nov-2028,American,13073.1,Y,1830.15,,,,,,,,,,,,
EQD0758,FrontArena,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2027,CUST000758,Max Ahluwalia Pvt Ltd Company,CCP,Crystal Stanton Mutual Fund,Equity-HK,Derivatives,IndFutures,Physical,Buy,MTF,New,Y,N,BKUS,Passive,S&P Global 1200,8500.0,150.0,227.0,289425000.0,,,,,,11276876.73,Y,1447125.0,,,INDF0758,8603.729218993758,13-Nov-2027,,,,,,,
EQD0759,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-May-2026,CUST000759,Nancy Lawson Pub Ltd Company,CCP,Anthony Gonzalez Brokers Ltd,Equity-NY,Derivatives,IndOptions,Physical,Sell,MTF,New,Y,N,BKUS,Rebalance,S&P 500 ,6815.0,150.0,168.0,171738000.0,Call,7573.0683,5935426.62,25-May-2026,American,4312961.82,Y,1717380.0,,,,,,,,,,,,
EQD0760,FrontArena,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2026,CUST000760,Stephanie Mullins Mutual Fund,OTC,Terri Carpenter Mutual Fund,Forex-LON,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Passive,Russell 2000 ,3100.0,150.0,130.0,60450000.0,Call,3299.5088,1819218.37,20-Nov-2026,European,1950592.72,Y,604500.0,,,,,,,,,,,,
EQD0761,FusionCap,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2028,CUST000761,Monica Ewing Brokers Ltd,OTC,Amanda Garcia Non-Banking Fin Co,Forex-HK,Derivatives,IndOptions,Physical,Sell,MTF,New,Y,N,BKUS,Active,S&P 1500,6500.0,10.0,184.0,11960000.0,Put,6039.3511,348174.31,26-Nov-2028,American,253618.6,Y,119600.0,,,,,,,,,,,,
EQD0762,Summit,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2027,CUST000762,Rita Scott Finance Company,OTC,Stacey Sanderson Finance Company,Equity-LON,Derivatives,IndOptions,Physical,Sell,MTF,New,Y,N,BKUS,Active,Dow Jones Utility Average,900.0,100.0,104.0,9360000.0,Put,903.4053,371113.05,19-Nov-2027,American,389197.22,Y,46800.0,,,,,,,,,,,,
EQD0763,FrontArena,28-Aug-2024,28-Aug-2024,28-Aug-2024,Y,30-Sep-2024,CUST000763,Craig Massey Pub Ltd Company,CCP,Tyler Turner Mutual Fund,Equity-NY,Derivatives,IndOptions,Physical,Sell,OTC,Amended,Y,Y,BKUS,Rebalance,MSCI World,20850.0,100.0,295.0,615075000.0,Call,24458.9554,7105786.78,28-Sep-2024,American,17544530.92,Y,3075375.0,,,,,,,,,,,,
EQD0764,Summit,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Dec-2025,CUST000764,Tina Jarvis Pvt Ltd Company,OTC,Terry Black Non-Banking Fin Co,Forex-NY,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,Y,BKUS,Active,Russell 1000,6000.0,100.0,122.0,73200000.0,Call,5096.422,2431889.87,03-Dec-2025,American,3007860.24,Y,732000.0,,,,,,,,,,,,
EQD0765,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Nov-2026,CUST000765,Gaurav Luthra Mutual Fund,CCP,Rebekah Sanders Mutual Fund,FixedIncome-NY,Derivatives,EqFutures,Physical,Buy,Exchange,New,Y,N,BKUS,Active,,,10.0,134.0,270988.2,,,,,,6163.81,Y,2709.88,Oracle Corp (ORCL),202.23,EQDF0765,,03-Nov-2026,222.97132376056882,,,,,,
EQD0766,Summit,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2027,CUST000766,Duncan Hughes Pvt Ltd Company,Broker,Amy Long Finance Company,Forex-HK,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Active,S&P Global 1200,8500.0,200.0,162.0,275400000.0,Call,9889.2515,7556757.93,27-Nov-2027,American,9989662.9,N,2754000.0,,,,,,,,,,,,
EQD0767,FrontArena,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Dec-2027,CUST000767,Vamakshi Kapoor Mutual Fund,OTC,Ashley Kelly Pub Ltd Company,Forex-HK,Derivatives,EqOptions,Physical,Sell,OTC,New,N,N,BKUS,Passive,,,50.0,212.0,1831998.0,Call,162.9878,91529.81,01-Dec-2027,European,40663.35,Y,18319.98,Palantir Technologies Inc (PLTR),172.83,,,,,,,,,,
EQD0768,Summit,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-May-2026,CUST000768,Paul Curtis Finance Company,CCP,Anthony Delacruz Pvt Ltd Company,FixedIncome-NY,Derivatives,EqFutures,Physical,Sell,OTC,New,Y,N,BKUS,Passive,,,100.0,122.0,1254648.0,,,,,,25546.61,Y,6273.24,Netflix Inc (NFLX),102.84,EQDF0768,,25-May-2026,102.9349932417707,,,,,,
EQD0769,Summit,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2027,CUST000769,Mr Leon Jarvis Finance Company,OTC,Upma Kade Pvt Ltd Company,FixedIncome-LON,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Active,Dow Jones Industrial Average (DJIA) ,46000.0,10.0,215.0,98900000.0,Put,51759.0496,3344975.45,05-Dec-2027,American,2450970.42,Y,494500.0,,,,,,,,,,,,
EQD0770,FrontArena,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Dec-2025,CUST000770,Ladli Om Banking Ltd,OTC,Elizabeth May-Lee Finance Company,FixedIncome-LON,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Passive,Russell 2000 ,3100.0,10.0,287.0,8897000.0,Call,3423.927,241951.07,28-Dec-2025,European,274432.62,Y,44485.0,,,,,,,,,,,,
EQD0771,FusionCap,05-Dec-2024,05-Dec-2024,05-Dec-2024,Y,07-Mar-2025,CUST000771,Ira Khalsa Pub Ltd Company,OTC,Gerard Ellis Pvt Ltd Company,Equity-NY,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,Y,BKUS,Diversify,MSCI World,20850.0,10.0,161.0,33568500.0,Put,20500.24,494147.24,05-Mar-2025,American,806880.59,Y,167842.5,,,,,,,,,,,,
EQD0772,FusionCap,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2028,CUST000772,Amrita Suri Mutual Fund,CCP,Chatresh Khatri Pub Ltd Company,Equity-LON,Derivatives,EqFutures,Physical,Sell,Exchange,New,Y,N,BKUS,Active,,,100.0,129.0,2608767.0,,,,,,88100.48,Y,13043.84,Oracle Corp (ORCL),202.23,EQDF0772,,20-Nov-2028,220.50793713351922,,,,,,
EQD0773,FusionCap,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Dec-2025,CUST000773,Mary Kim Pvt Ltd Company,OTC,Drew Wong Non-Banking Fin Co,Forex-NY,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Passive,MSCI World,20850.0,200.0,113.0,471210000.0,Put,21123.1993,15463379.19,25-Dec-2025,American,14023430.74,Y,4712100.0,,,,,,,,,,,,
EQD0774,Bacardi,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2026,CUST000774,Lori Young Brokers Ltd,CCP,Miss Mary Taylor MD Banking Ltd,FixedIncome-HK,Derivatives,EqOptions,Cash,Buy,MTF,New,Y,N,BKUS,Diversify,,,100.0,185.0,4014315.0,Call,245.3978,83595.56,28-Nov-2026,American,165873.16,Y,40143.15,"Advanced Micro Devices, Inc. (AMD)",216.99,,,,,,,,,,
EQD0775,Sophis,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-Nov-2026,CUST000775,Fiona Morgan Mutual Fund,Broker,Kyle Miller Brokers Ltd,Credit-LON,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Rebalance,Russell 1000,6000.0,50.0,143.0,42900000.0,Call,6113.7071,1473979.34,04-Nov-2026,American,901728.14,Y,429000.0,,,,,,,,,,,,
EQD0776,Bacardi,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-May-2026,CUST000776,Charles Burton Pub Ltd Company,OTC,Dakshesh Badal Brokers Ltd,FixedIncome-LON,Derivatives,IndOptions,Physical,Sell,Exchange,New,N,N,BKUS,Diversify,FTSE All-World,662.0,150.0,257.0,25520100.0,Put,649.4352,821212.24,04-May-2026,European,854370.41,Y,255201.0,,,,,,,,,,,,
EQD0777,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Nov-2026,CUST000777,Ira Roy Pvt Ltd Company,Broker,Veronica Simon Pub Ltd Company,Forex-LON,Derivatives,EqOptions,Physical,Buy,OTC,New,Y,N,BKUS,Diversify,,,200.0,262.0,15026747.999999998,Call,318.1025,210682.9,03-Nov-2026,European,407494.65,N,150267.48,Apple Inc. (AAPL),286.77,,,,,,,,,,
EQD0778,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Feb-2026,CUST000778,Jessica Miles DDS Finance Company,Broker,Sachi Verma Finance Company,Equity-HK,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Passive,Dow Jones Industrial Average (DJIA) ,46000.0,250.0,191.0,2196500000.0,Call,38676.9195,56779274.56,03-Feb-2026,European,64571381.65,Y,21965000.0,,,,,,,,,,,,
EQD0779,FusionCap,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2027,CUST000779,Dr Peter Vincent Brokers Ltd,Broker,Tanay Vyas Finance Company,Equity-HK,Derivatives,IndOptions,Cash,Sell,Exchange,New,Y,N,BKUS,Active,Cboe Volatility Index (VIX) ,16.6,100.0,215.0,356900.00000000006,Call,19.3023,13197.77,17-Nov-2027,American,10835.46,Y,3569.0,,,,,,,,,,,,
