Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Settlement_date,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Near_leg_date,Far_leg_date,Near_leg_rate,Far_leg_rate,Near_leg_amount,Far_leg_amount,Swap_points,Settlement_type,Settlement_stp,forward rate,Maturity_date_fwd,Option_type,Strike_price,Premium,Expiry_date,Style,Contract_code,Contract_size,futures_rate,Maturity_date_fut,Number_of_contracts,Initial Margin
FXS0222,FrontArena,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,CUST000222,John Thompson Pub Ltd Company,Broker,Yashica Datta Mutual Fund,Equity-NY,Derivatives,FxSwaps,SGD/CNY,SGD,CNY,5.7877,66590468.9,385403214.6,51940565.74,Sell,20-Feb-2026,665904.69,OTC,New,Y,N,BKUS,Diversify,18-Nov-2025,18-Feb-2026,5.7877,5.5869,66590468.9,372031724.83,-0.2008,Cash,Y,,,,,,,,,,,,,
FXS0223,FrontArena,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,CUST000223,Zilmil Agate Pub Ltd Company,Broker,Michele Livingston Banking Ltd,Forex-NY,Derivatives,FxForwards,EGP/VEF,EGP,VEF,0.2352,1851666010.91,435486406.48,38884986.23,Sell,14-Nov-2027,18516660.11,OTC,Amended,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.2225,12-Nov-2027,,,,,,,,,,,
FXS0224,Murex,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,CUST000224,Jackson Issac Non-Banking Fin Co,OTC,Glenn Miles Pub Ltd Company,Forex-HK,Derivatives,FxOptions,CNY/CAD,CNY,CAD,0.166,6637381980.2,1102133107.56,929233477.23,Sell,23-Nov-2026,66373819.8,OTC,New,N,N,BKUS,Passive,,,,,,,,Physical,Y,,,Call,0.1972,167990488.95358175,21-Nov-2026,European,,,,,,
FXS0225,Sophis,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST000225,Joel Cross Mutual Fund,OTC,Kristina Lopez Pvt Ltd Company,Credit-NY,Derivatives,FxForwards,SGD/VEF,SGD,VEF,9.0291,123080158.41,1111304892.41,96002523.56,Sell,13-Nov-2026,1230801.58,OTC,New,N,N,BKUS,Active,,,,,,,,Physical,Y,7.4062,11-Nov-2026,,,,,,,,,,,
FXS0226,Summit,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST000226,Zachary Guzman Mutual Fund,Broker,Luke Ramesh Mutual Fund,Forex-LON,Derivatives,FxSwaps,USD/ZAR,USD,ZAR,17.993,486658924.1,8756442549.81,486658924.1,Buy,08-Dec-2025,2433294.62,OTC,New,Y,N,BKUS,Passive,06-Nov-2025,06-Dec-2025,17.993,15.1813,486658924.1,7388133819.51,-2.8116,Cash,Y,,,,,,,,,,,,,
FXS0227,Summit,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,CUST000227,Falak Bhattacharyya Brokers Ltd,Broker,Gloria Anderson Finance Company,Equity-HK,Derivatives,FxOptions,ZAR/SGD,ZAR,SGD,0.0798,215882015.2,17222667.18,12089392.85,Sell,06-Jan-2026,1079410.08,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,,,Put,0.0956,9794224.04568043,04-Jan-2026,American,,,,,,
FXS0228,FusionCap,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST000228,Chad Bishop Pvt Ltd Company,Broker,Lori Booker Non-Banking Fin Co,Credit-LON,Derivatives,FxSwaps,VEF/JPY,VEF,JPY,11.3819,2737927118.64,31162699048.12,219034169.49,Sell,07-Dec-2028,27379271.19,OTC,New,Y,N,BKUS,Active,05-Dec-2025,05-Dec-2028,11.3819,13.2932,2737927118.64,36395693575.95,1.9113,Cash,Y,,,,,,,,,,,,,
FXS0229,FrontArena,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST000229,Jill Craig Finance Company,OTC,Sabrina Cox Finance Company,Forex-LON,Derivatives,FxSwaps,SGD/CNY,SGD,CNY,5.2436,541405263.82,2838913995.92,422296105.78,Sell,07-May-2026,5414052.64,OTC,New,Y,N,BKUS,Diversify,05-Nov-2025,05-May-2026,5.2436,4.815,541405263.82,2606883918.24,-0.4286,Cash,Y,,,,,,,,,,,,,
FXS0230,Summit,01-Apr-2024,01-Apr-2024,01-Apr-2024,Y,CUST000230,Anthony Mclaughlin Finance Company,Broker,Leah Turner Banking Ltd,Forex-NY,Derivatives,FxOptions,VEF/AUD,VEF,AUD,0.1328,10958478596.23,1455525466.26,876678287.7,Buy,03-May-2024,109584785.96,OTC,New,N,Y,BKUS,Diversify,,,,,,,,Physical,Y,,,Call,0.1356,221555785.7889021,01-May-2024,European,,,,,,
FXS0231,Murex,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000231,Gary Clark Pub Ltd Company,OTC,Eric Mcknight Finance Company,Equity-LON,Derivatives,FxForwards,EGP/JPY,EGP,JPY,2.841,46213952425.4,131295877558.08,970493000.93,Sell,03-Dec-2027,231069762.13,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,2.4493,01-Dec-2027,,,,,,,,,,,
FXS0232,Summit,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST000232,Mohammad Baker Non-Banking Fin Co,OTC,Wendy Griffin Non-Banking Fin Co,Forex-NY,Derivatives,FxForwards,SGD/AUD,SGD,AUD,1.1506,1109662073.98,1276767716.41,865536417.7,Buy,13-Feb-2026,11096620.74,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,1.348,11-Feb-2026,,,,,,,,,,,
FXS0233,Murex,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST000233,Cassandra Bartlett Mutual Fund,Broker,Manan Chakrabarti Banking Ltd,Credit-NY,Derivatives,FxForwards,CNY/INR,CNY,INR,10.3373,3068247655.47,31717452028.53,429554671.77,Sell,28-Nov-2026,30682476.55,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,11.5908,26-Nov-2026,,,,,,,,,,,
FXS0234,FrontArena,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,CUST000234,Allan Price-Green Pvt Ltd Company,OTC,Jill Mendoza Brokers Ltd,Equity-HK,Derivatives,FxForwards,EGP/INR,EGP,INR,1.6106,13717993171.56,22094310956.54,288077856.6,Buy,15-May-2026,68589965.86,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,1.7172,13-May-2026,,,,,,,,,,,
FXS0235,Sophis,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,CUST000235,Brittney Glenn Banking Ltd,OTC,Christopher Taylor Mutual Fund,Credit-NY,Derivatives,FxSwaps,EGP/GBP,EGP,GBP,0.0162,12959812395.93,209402899.29,272156060.31,Sell,30-Nov-2028,129598123.96,OTC,New,Y,N,BKUS,Rebalance,28-Nov-2025,28-Nov-2028,0.0162,0.0179,12959812395.93,231877942.2,0.0017,Cash,N,,,,,,,,,,,,,
FXS0236,Murex,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST000236,Kai Narasimhan Pub Ltd Company,OTC,Miss Janice Evans Pvt Ltd Company,FixedIncome-NY,Derivatives,FxSwaps,EGP/GBP,EGP,GBP,0.0184,26430555168.68,485230334.88,555041658.54,Sell,16-Nov-2026,264305551.69,OTC,New,Y,N,BKUS,Active,14-Nov-2025,14-Nov-2026,0.0184,0.0194,26430555168.68,511965747.22,0.001,Cash,Y,,,,,,,,,,,,,
FXS0237,FusionCap,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST000237,Rachel Byrd Non-Banking Fin Co,Broker,Harrison Koshy Non-Banking Fin Co,Equity-LON,Derivatives,FxForwards,USD/CAD,USD,CAD,1.5537,125356592.28,194768173.04,125356592.28,Sell,09-Feb-2026,626782.96,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,1.3831,07-Feb-2026,,,,,,,,,,,
FXS0238,Murex,18-Nov-2025,18-Nov-2025,18-Nov-2025,N,CUST000238,Sharon Mellor Pub Ltd Company,Broker,Gagan Ratta Mutual Fund,Credit-HK,Derivatives,FxSwaps,EGP/SGD,EGP,SGD,0.0299,14307657373.89,428293990.35,300460804.85,Buy,20-Nov-2028,71538286.87,OTC,New,Y,N,BKUS,Diversify,18-Nov-2025,18-Nov-2028,0.0299,0.0332,14307657373.89,475542684.46,0.0033,Cash,Y,,,,,,,,,,,,,
FXS0239,FrontArena,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000239,Corey Simmons Brokers Ltd,OTC,Lesley Richardson Pvt Ltd Company,Forex-HK,Derivatives,FxSwaps,VEF/USD,VEF,USD,0.0746,2607027260.03,194394422.89,208562180.8,Buy,03-Dec-2027,13035136.3,OTC,New,Y,N,BKUS,Rebalance,01-Dec-2025,01-Dec-2027,0.0746,0.078,2607027260.03,203441211.74,0.0035,Cash,Y,,,,,,,,,,,,,
FXS0240,Summit,04-Jul-2023,04-Jul-2023,04-Jul-2023,Y,CUST000240,Cynthia Wagner Pub Ltd Company,Broker,Calvin Smith Brokers Ltd,Credit-NY,Derivatives,FxSwaps,EGP/AUD,EGP,AUD,0.0367,39807031646.74,1460961940.14,835947664.58,Buy,06-Jul-2026,199035158.23,OTC,New,Y,N,BKUS,Rebalance,04-Jul-2023,04-Jul-2026,0.0367,0.0418,39807031646.74,1664575091.04,0.0051,Cash,Y,,,,,,,,,,,,,
FXS0241,Summit,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000241,Olivia Phillips Pub Ltd Company,Broker,James Williams Pvt Ltd Company,Equity-HK,Derivatives,FxSwaps,USD/SGD,USD,SGD,1.2758,999042496.75,1274587983.76,999042496.75,Sell,03-Mar-2026,9990424.97,OTC,New,Y,N,BKUS,Rebalance,01-Dec-2025,01-Mar-2026,1.2758,1.3724,999042496.75,1371085759.71,0.0966,Cash,Y,,,,,,,,,,,,,
FXS0242,Murex,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,CUST000242,Joe Kelly Finance Company,Broker,Jamie Scott Banking Ltd,FixedIncome-LON,Derivatives,FxSwaps,CNY/EUR,CNY,EUR,0.1427,3814372655.42,544406408.27,534012171.76,Sell,22-May-2026,19071863.28,OTC,New,Y,N,BKUS,Passive,20-Nov-2025,20-May-2026,0.1427,0.1665,3814372655.42,635058601.68,0.0238,Cash,Y,,,,,,,,,,,,,
FXS0243,Murex,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,CUST000243,Jennifer Romero Brokers Ltd,OTC,Caitlin Mahoney Banking Ltd,FixedIncome-HK,Derivatives,FxSwaps,VEF/GBP,VEF,GBP,0.0629,689977544.04,43419319.56,55198203.52,Sell,21-Nov-2028,3449887.72,OTC,New,Y,N,BKUS,Diversify,19-Nov-2025,19-Nov-2028,0.0629,0.055,689977544.04,37917848.06,-0.008,Cash,Y,,,,,,,,,,,,,
FXS0244,Sophis,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,CUST000244,Aahana Hari Pvt Ltd Company,OTC,Alisha Larson Non-Banking Fin Co,FixedIncome-NY,Derivatives,FxOptions,EUR/ZAR,EUR,ZAR,18.6043,252322281.95,4694267148.27,277554510.15,Buy,02-Mar-2026,2523222.82,OTC,New,Y,N,BKUS,Passive,,,,,,,,Cash,Y,,,Put,22.1471,10907879.701883614,28-Feb-2026,European,,,,,,
FXS0245,FrontArena,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,CUST000245,Mr Jacob Parkinson Pub Ltd Company,Broker,Dakshesh Arya Brokers Ltd,Equity-NY,Derivatives,FxSwaps,USD/SGD,USD,SGD,1.4548,615415788.28,895311598.88,615415788.28,Sell,20-Nov-2026,3077078.94,OTC,New,Y,N,BKUS,Diversify,18-Nov-2025,18-Nov-2026,1.4548,1.4893,615415788.28,916542689.22,0.0345,Cash,Y,,,,,,,,,,,,,
FXS0246,Sophis,10-Oct-2023,10-Oct-2023,10-Oct-2023,Y,CUST000246,Christy Fleming Mutual Fund,OTC,Eric Velasquez Pub Ltd Company,Equity-HK,Derivatives,FxOptions,INR/EGP,INR,EGP,0.6135,23354336230.49,14327656038.46,280252034.77,Buy,12-Oct-2026,233543362.3,OTC,New,Y,N,BKUS,Active,,,,,,,,Cash,Y,,,Call,0.7334,349259637.6844912,10-Oct-2026,American,,,,,,
FXS0247,Murex,23-Aug-2024,23-Aug-2024,23-Aug-2024,Y,CUST000247,Michaela Gilbert Banking Ltd,Broker,James Stevenson Banking Ltd,Equity-LON,Derivatives,FxSwaps,SGD/JPY,SGD,JPY,122.5251,689758909.36,84512805538.11,538011949.3,Buy,25-Aug-2027,3448794.55,OTC,New,Y,N,BKUS,Passive,23-Aug-2024,23-Aug-2027,122.5251,142.096,689758909.36,98011959044.79,19.5708,Cash,Y,,,,,,,,,,,,,
FXS0248,FrontArena,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,CUST000248,Alfred King Finance Company,Broker,Calvin Rhodes Pvt Ltd Company,Credit-NY,Derivatives,FxForwards,SGD/EUR,SGD,EUR,0.6565,1039274570.22,682282811.7,810634164.77,Buy,05-Nov-2026,5196372.85,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.6362,03-Nov-2026,,,,,,,,,,,
FXS0249,Sophis,27-Jun-2025,27-Jun-2025,27-Jun-2025,Y,CUST000249,Ishanvi Acharya Brokers Ltd,OTC,Melanie Cannon Finance Company,Equity-NY,Derivatives,FxSwaps,AUD/GBP,AUD,GBP,0.5409,129860944.99,70245931.94,84409614.24,Buy,29-Jun-2028,649304.72,OTC,New,Y,N,BKUS,Active,27-Jun-2025,27-Jun-2028,0.5409,0.6105,129860944.99,79278306.57,0.0696,Cash,Y,,,,,,,,,,,,,
FXS0250,FrontArena,08-Feb-2023,08-Feb-2023,08-Feb-2023,Y,CUST000250,Krystal Allen Brokers Ltd,OTC,Yasti Gola Non-Banking Fin Co,FixedIncome-NY,Derivatives,FxSwaps,SGD/CAD,SGD,CAD,1.0044,700426992.67,703481504.26,546333054.28,Sell,10-May-2023,7004269.93,OTC,New,Y,Y,BKUS,Diversify,08-Feb-2023,08-May-2023,1.0044,1.0527,700426992.67,737346249.64,0.0483,Cash,Y,,,,,,,,,,,,,
FXS0251,Summit,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,CUST000251,John Leonard Mutual Fund,OTC,Leonard Rogers Non-Banking Fin Co,Equity-LON,Derivatives,FxOptions,EGP/ZAR,EGP,ZAR,0.3959,26740061936.45,10587479682.98,561541300.67,Buy,19-Nov-2027,133700309.68,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,,,Put,0.371,561766306.5089542,17-Nov-2027,European,,,,,,
FXS0252,Murex,16-Jul-2025,16-Jul-2025,16-Jul-2025,Y,CUST000252,Hemangini Sodhi Mutual Fund,Broker,Eesha Randhawa Pvt Ltd Company,FixedIncome-HK,Derivatives,FxSwaps,USD/EUR,USD,EUR,0.8988,632697852.55,568641228.85,632697852.55,Sell,18-Jul-2027,6326978.53,OTC,New,Y,N,BKUS,Diversify,16-Jul-2025,16-Jul-2027,0.8988,0.8853,632697852.55,560105010.66,-0.0135,Cash,N,,,,,,,,,,,,,
FXS0253,Summit,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST000253,Tiffany Townsend Mutual Fund,OTC,Evelyn Gonzalez Mutual Fund,Equity-NY,Derivatives,FxSwaps,ZAR/AUD,ZAR,AUD,0.0765,6064173126.31,463625283.5,339593695.07,Sell,16-Nov-2028,60641731.26,OTC,New,N,N,BKUS,Passive,14-Nov-2025,14-Nov-2028,0.0765,0.0808,6064173126.31,490042461.25,0.0044,Cash,Y,,,,,,,,,,,,,
FXS0254,Murex,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST000254,Madhavi Rege Mutual Fund,OTC,Jatin Chaudhari Finance Company,Forex-HK,Derivatives,FxSwaps,VEF/EGP,VEF,EGP,3.6015,9210700764.87,33172015351.4,736856061.19,Sell,01-Mar-2026,46053503.82,OTC,New,N,N,BKUS,Active,27-Nov-2025,27-Feb-2026,3.6015,3.7064,9210700764.87,34138737375.9,0.105,Cash,Y,,,,,,,,,,,,,
FXS0255,FrontArena,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST000255,Michael Fox Finance Company,OTC,Victoria James Non-Banking Fin Co,FixedIncome-HK,Derivatives,FxSwaps,VEF/ZAR,VEF,ZAR,1.4295,8666444848.86,12388723958.28,693315587.91,Sell,28-Feb-2026,86664448.49,OTC,New,Y,N,BKUS,Diversify,26-Nov-2025,26-Feb-2026,1.4295,1.6362,8666444848.86,14179724241.89,0.2067,Cash,Y,,,,,,,,,,,,,
FXS0256,FrontArena,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,CUST000256,Lauren Thomson Finance Company,OTC,Elizabeth Perez Finance Company,Credit-NY,Derivatives,FxSwaps,SGD/VEF,SGD,VEF,10.5711,41571478.46,439454214.48,32425753.2,Buy,14-May-2026,207857.39,OTC,New,Y,N,BKUS,Active,12-Nov-2025,12-May-2026,10.5711,9.5573,41571478.46,397312069.51,-1.0137,Cash,Y,,,,,,,,,,,,,
FXS0257,FusionCap,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST000257,Kelli Thompson Non-Banking Fin Co,Broker,Wanda Davis Non-Banking Fin Co,Forex-NY,Derivatives,FxSwaps,CNY/JPY,CNY,JPY,21.5185,3638255317.69,78289736964.75,509355744.48,Sell,29-Dec-2025,36382553.18,OTC,New,Y,N,BKUS,Diversify,27-Nov-2025,27-Dec-2025,21.5185,17.7485,3638255317.69,64573479445.19,-3.77,Cash,Y,,,,,,,,,,,,,
FXS0258,FrontArena,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,CUST000258,Harold Payne Pub Ltd Company,Broker,Alejandro Brown Finance Company,Equity-NY,Derivatives,FxSwaps,EGP/AUD,EGP,AUD,0.0309,6033070061.63,186710395.94,126694471.29,Buy,26-Nov-2027,30165350.31,OTC,Cancelled,Y,N,BKUS,Passive,24-Nov-2025,24-Nov-2027,0.0309,0.0309,6033070061.63,186392825.83,-0.0001,Cash,Y,,,,,,,,,,,,,
FXS0259,Summit,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST000259,Rajeshri Sant Pub Ltd Company,Broker,Amber Rodriguez Pub Ltd Company,Equity-NY,Derivatives,FxForwards,SGD/JPY,SGD,JPY,108.2675,582820947.11,63100539647.28,454600338.75,Buy,13-Feb-2026,2914104.74,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,103.2602,11-Feb-2026,,,,,,,,,,,
FXS0260,Summit,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST000260,Mohini Babu Mutual Fund,OTC,Kelly George Banking Ltd,FixedIncome-LON,Derivatives,FxForwards,VEF/CAD,VEF,CAD,0.0979,2158386240.94,211212208.23,172670899.28,Sell,13-Nov-2026,21583862.41,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.1097,11-Nov-2026,,,,,,,,,,,
FXS0261,Sophis,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,CUST000261,George Chadha Finance Company,Broker,Siya Dutta Finance Company,Forex-NY,Derivatives,FxSwaps,CNY/GBP,CNY,GBP,0.1025,2990368384.9,306587665.37,418651573.89,Sell,23-Nov-2028,29903683.85,OTC,New,Y,N,BKUS,Rebalance,21-Nov-2025,21-Nov-2028,0.1025,0.0878,2990368384.9,262551350.04,-0.0147,Cash,Y,,,,,,,,,,,,,
FXS0262,Summit,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST000262,Mrs Jessica Smith Mutual Fund,Broker,Nichole Hayden Finance Company,Forex-HK,Derivatives,FxForwards,INR/AUD,INR,AUD,0.0167,33869811476.22,566536160.16,406437737.71,Sell,03-Jun-2026,338698114.76,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,N,0.015,01-Jun-2026,,,,,,,,,,,
FXS0263,FrontArena,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST000263,Glenn Rhodes Pub Ltd Company,Broker,Dr Geoffrey Kelly Non-Banking Fin Co,FixedIncome-NY,Derivatives,FxForwards,USD/INR,USD,INR,78.8208,887119372.29,69923463236.27,887119372.29,Buy,09-May-2026,4435596.86,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,80.5076,07-May-2026,,,,,,,,,,,
FXS0264,FrontArena,15-Jul-2025,15-Jul-2025,15-Jul-2025,Y,CUST000264,Amruta Nagarajan Brokers Ltd,OTC,David Tate Banking Ltd,FixedIncome-LON,Derivatives,FxForwards,EGP/JPY,EGP,JPY,2.8857,13280099823.24,38321917060.66,278882096.29,Sell,17-Jul-2026,66400499.12,OTC,Amended,Y,N,BKUS,Active,,,,,,,,Physical,Y,3.352,15-Jul-2026,,,,,,,,,,,
FXS0265,FusionCap,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,CUST000265,Pahal Uppal Pvt Ltd Company,OTC,Gareth Wright Pub Ltd Company,Credit-NY,Derivatives,FxForwards,DKK/CAD,DKK,CAD,0.2099,5390754556.4,1131305675.98,808613183.46,Sell,04-Dec-2026,26953772.78,OTC,New,N,N,BKUS,Diversify,,,,,,,,Physical,Y,0.2437,02-Dec-2026,,,,,,,,,,,
FXS0266,Sophis,28-Jul-2025,28-Jul-2025,28-Jul-2025,Y,CUST000266,David Kennedy Brokers Ltd,Broker,Barry Hunt Pub Ltd Company,FixedIncome-HK,Derivatives,FxForwards,JPY/AUD,JPY,AUD,0.0119,122012559529.24,1456029676.04,829685404.8,Sell,30-Jul-2027,610062797.65,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,0.0135,28-Jul-2027,,,,,,,,,,,
FXS0267,Summit,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,CUST000267,Kyle Wade Brokers Ltd,OTC,Dhruv Mallick Banking Ltd,Credit-LON,Derivatives,FxForwards,SGD/ZAR,SGD,ZAR,12.5386,800004154.87,10030938477.22,624003240.8,Sell,05-Dec-2025,8000041.55,OTC,New,N,Y,BKUS,Active,,,,,,,,Physical,Y,10.3612,03-Dec-2025,,,,,,,,,,,
FXS0268,FusionCap,12-Jul-2024,12-Jul-2024,12-Jul-2024,Y,CUST000268,Avi Kothari Non-Banking Fin Co,Broker,Kristina Vincent Pvt Ltd Company,Credit-NY,Derivatives,FxFutures,DKK/EUR,DKK,EUR,0.126,5471024612.93,689258748.57,820653691.94,Buy,14-Oct-2024,54710246.13,Exchange,New,Y,Y,BKUS,Passive,,,,,,,,Physical,N,,,,,,,,GBPUSD-M25-ICE,100000.0,0.1354,12-Oct-2024,16.0,179104067.3
FXS0269,Summit,22-Jun-2023,22-Jun-2023,22-Jun-2023,Y,CUST000269,Udyati Rajagopalan Brokers Ltd,Broker,Alexander Phillips Finance Company,Forex-LON,Derivatives,FxForwards,ZAR/CNY,ZAR,CNY,0.4232,7817407167.78,3308298492.97,437774801.4,Buy,24-Jun-2024,39087035.84,OTC,New,Y,Y,BKUS,Active,,,,,,,,Physical,Y,0.3708,22-Jun-2024,,,,,,,,,,,
FXS0270,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,CUST000270,Ellie Coleman-Doyle Mutual Fund,OTC,Gabriel Williams Mutual Fund,FixedIncome-LON,Derivatives,FxForwards,DKK/CNY,DKK,CNY,1.0906,2184622773.16,2382601343.89,327693415.97,Buy,05-Dec-2025,10923113.87,OTC,New,Y,Y,BKUS,Diversify,,,,,,,,Physical,Y,0.9506,03-Dec-2025,,,,,,,,,,,
FXS0271,Sophis,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST000271,Courtney Brown Banking Ltd,OTC,Tanveer Wagle Banking Ltd,Forex-HK,Derivatives,FxForwards,EGP/GBP,EGP,GBP,0.0181,18794787649.55,340052091.8,394690540.64,Sell,08-Nov-2028,187947876.5,OTC,New,N,N,BKUS,Passive,,,,,,,,Physical,Y,0.0193,06-Nov-2028,,,,,,,,,,,
FXS0272,FrontArena,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,CUST000272,Jill Jackson Mutual Fund,OTC,Miss Katy Moore Mutual Fund,FixedIncome-HK,Derivatives,FxForwards,ZAR/VEF,ZAR,VEF,0.6367,2256639660.81,1436866887.94,126371821.01,Buy,05-Nov-2028,22566396.61,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.7269,03-Nov-2028,,,,,,,,,,,
FXS0273,Summit,02-Dec-2025,02-Dec-2025,02-Dec-2025,N,CUST000273,Jennifer Perez Mutual Fund,Broker,Nathan Pandey Banking Ltd,FixedIncome-LON,Derivatives,FxSwaps,CNY/EUR,CNY,EUR,0.1094,1867126388.27,204241145.26,261397694.36,Sell,04-Jan-2026,18671263.88,OTC,New,N,N,BKUS,Active,02-Dec-2025,02-Jan-2026,0.1094,0.1115,1867126388.27,208131668.7,0.0021,Cash,Y,,,,,,,,,,,,,
FXS0274,FrontArena,11-Nov-2024,11-Nov-2024,11-Nov-2024,Y,CUST000274,Mr Victor Gibson Pub Ltd Company,OTC,Anthony Nichols Brokers Ltd,Forex-LON,Derivatives,FxSwaps,USD/JPY,USD,JPY,149.8595,809239106.16,121272128031.22,809239106.16,Sell,13-Nov-2026,8092391.06,OTC,New,N,N,BKUS,Active,11-Nov-2024,11-Nov-2026,149.8595,163.0429,809239106.16,131940678855.97,13.1834,Cash,Y,,,,,,,,,,,,,
FXS0275,Summit,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,CUST000275,James Fisher Pvt Ltd Company,OTC,Gauri Dey Banking Ltd,Equity-LON,Derivatives,FxSwaps,USD/INR,USD,INR,94.6749,190745511.13,18058818449.28,190745511.13,Sell,14-May-2026,1907455.11,OTC,New,Y,N,BKUS,Rebalance,12-Nov-2025,12-May-2026,94.6749,84.3387,190745511.13,16087219421.88,-10.3363,Cash,N,,,,,,,,,,,,,
FXS0276,Sophis,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,CUST000276,Victoria Roberts-Talbot Banking Ltd,OTC,Christine Hall Pub Ltd Company,FixedIncome-NY,Derivatives,FxForwards,ZAR/INR,ZAR,INR,4.4778,15447516880.69,69170209181.7,865060945.32,Sell,30-Nov-2027,154475168.81,OTC,New,N,N,BKUS,Diversify,,,,,,,,Physical,Y,3.8425,28-Nov-2027,,,,,,,,,,,
FXS0277,Murex,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,CUST000277,Callum Roberts Banking Ltd,Broker,Rachel Dawson Banking Ltd,Forex-HK,Derivatives,FxOptions,EGP/CAD,EGP,CAD,0.0288,25619008208.62,738450824.4,537999172.38,Sell,27-Dec-2025,128095041.04,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,,,Put,0.0273,723273780.9574391,25-Dec-2025,European,,,,,,
FXS0278,FusionCap,21-Oct-2025,21-Oct-2025,21-Oct-2025,Y,CUST000278,Michelle Miller Finance Company,Broker,Erik Williamson Non-Banking Fin Co,Credit-NY,Derivatives,FxOptions,ZAR/SGD,ZAR,SGD,0.073,5194005799.06,379124179.85,290864324.75,Buy,23-Oct-2026,25970029.0,OTC,New,Y,N,BKUS,Passive,,,,,,,,Cash,Y,,,Call,0.0644,207500501.14485538,21-Oct-2026,American,,,,,,
